variant,seed,step,slot,block_start_index,top1_expert,runner_up_expert,final_dominant_expert_for_slot,common_argmax_expert,common_predicts_final_expert,total_margin,reconstructed_margin,reconstruction_error,common_margin,slot_margin,position_margin,residual_margin,common_margin_abs_frac,slot_margin_abs_frac,position_margin_abs_frac,residual_margin_abs_frac,dominant_component
P1_clean_baseline,20260521,0,2,2,2,0,2,2,1,0.2275347113609314,0.22753475792706013,4.6566128730773926e-08,0.20199285447597504,0.02410496398806572,0.00305841863155365,-0.0016214791685342789,0.8877452291468615,0.10593972165340851,0.01344154750394182,0.00712629364915745,common
P1_clean_baseline,20260521,0,2,3,2,0,2,2,1,0.2221776247024536,0.2221776945516467,6.984919309616089e-08,0.20199285447597504,0.02410496398806572,0.004751143977046013,-0.00867126788944006,0.9091503014603267,0.10849411150356725,0.021384439515045116,0.039028538094476706,common
P1_clean_baseline,20260521,0,2,4,2,0,2,2,1,0.21882078051567078,0.2188208382576704,5.774199962615967e-08,0.20199285447597504,0.02410496398806572,0.005246613174676895,-0.012523593381047249,0.9230972213880271,0.11015847732221873,0.023976759256194868,0.05723219408839635,common
P1_clean_baseline,20260521,0,2,5,2,0,2,2,1,0.21681368350982666,0.21681380923837423,1.257285475730896e-07,0.20199285447597504,0.02410496398806572,0.005478383041918278,-0.0147623922675848,0.9316425568998744,0.11117824114165381,0.025267699682201935,0.06808791783160552,common
P1_clean_baseline,20260521,0,2,6,2,0,2,2,1,0.21530571579933167,0.21530577540397644,5.960464477539063e-08,0.20199285447597504,0.02410496398806572,0.005487419664859772,-0.016279462724924088,0.9381676363122453,0.11195691623222825,0.025486641840823835,0.07561091754803577,common
P1_clean_baseline,20260521,0,2,7,2,0,2,2,1,0.213890939950943,0.2138911373913288,1.9744038581848145e-07,0.20199285447597504,0.02410496398806572,0.005282148718833923,-0.017488829791545868,0.9443731208171003,0.11269745223240554,0.02469552342911491,0.0817651733895649,common
P1_clean_baseline,20260521,0,2,8,2,0,2,2,1,0.21310514211654663,0.21310522127896547,7.916241884231567e-08,0.20199285447597504,0.02410496398806572,0.00525848101824522,-0.018251078203320503,0.9478553753785335,0.11311300960951369,0.02467552385652605,0.08564353737339213,common
P1_clean_baseline,20260521,0,2,9,2,0,2,2,1,0.21233302354812622,0.2123330682516098,4.470348358154297e-08,0.20199285447597504,0.02410496398806572,0.005169278010725975,-0.01893402822315693,0.9513021154252648,0.11352432883621714,0.024345143889284538,0.08917137761599975,common
P1_clean_baseline,20260521,0,3,0,2,0,2,2,1,0.24172401428222656,0.24172411765903234,1.0337680578231812e-07,0.20199285447597504,0.0035321442410349846,-0.03675687685608864,0.07295599579811096,0.8356342048834953,0.014612301767051597,0.15206133724542936,0.3018152582594904,common
P1_clean_baseline,20260521,0,3,1,2,0,2,2,1,0.20745369791984558,0.20745367277413607,2.514570951461792e-08,0.20199285447597504,0.0035321442410349846,-0.002975066192448139,0.004903740249574184,0.9736768083739801,0.017026181150069007,0.014340868455367922,0.023637757720129215,common
P1_clean_baseline,20260521,0,3,2,2,0,2,2,1,0.2021275758743286,0.20212774071842432,1.648440957069397e-07,0.20199285447597504,0.0035321442410349846,0.00305841863155365,-0.006455676630139351,0.999333483332144,0.017474826112944975,0.015131130021839276,0.031938623922117,common
P1_clean_baseline,20260521,0,3,3,2,0,2,2,1,0.20044490694999695,0.20044493675231934,2.9802322387695312e-08,0.20199285447597504,0.0035321442410349846,0.004751143977046013,-0.009831205941736698,1.0077225585300815,0.01762152151821006,0.023702991756389374,0.049046923123814735,common
P1_clean_baseline,20260521,0,3,4,2,0,2,2,1,0.20024073123931885,0.20024088863283396,1.5739351511001587e-07,0.20199285447597504,0.0035321442410349846,0.005246613174676895,-0.010530723258852959,1.008750084090345,0.017639489324544677,0.026201528241556287,0.052590315634969916,common
P1_clean_baseline,20260521,0,3,5,2,0,2,2,1,0.20023715496063232,0.20023717544972897,2.0489096641540527e-08,0.20199285447597504,0.0035321442410349846,0.005478383041918278,-0.010766206309199333,1.0087681005839695,0.017639804369620725,0.027359473035837713,0.053767275665278134,common
P1_clean_baseline,20260521,0,3,6,2,0,2,2,1,0.20044729113578796,0.20044737309217453,8.195638656616211e-08,0.20199285447597504,0.0035321442410349846,0.005487419664859772,-0.010565045289695263,1.0077105723476207,0.01762131192205647,0.027375873396774705,0.05270734879893308,common
P1_clean_baseline,20260521,0,3,7,2,0,2,2,1,0.20060479640960693,0.20060493610799313,1.3969838619232178e-07,0.20199285447597504,0.0035321442410349846,0.005282148718833923,-0.010202211327850819,1.0069193662923885,0.017607476512290565,0.02633111876372345,0.05085726518233059,common
P1_clean_baseline,20260521,0,3,8,2,0,2,2,1,0.20080578327178955,0.20080587174743414,8.847564458847046e-08,0.20199285447597504,0.0035321442410349846,0.00525848101824522,-0.009977607987821102,1.0059115389250457,0.017589853158035025,0.026186900260376934,0.049687851740387694,common
P1_clean_baseline,20260521,0,3,9,2,0,2,2,1,0.20116347074508667,0.20116355177015066,8.102506399154663e-08,0.20199285447597504,0.0035321442410349846,0.005169278010725975,-0.009530724957585335,1.0041229340884625,0.017558576753285888,0.025696902084556186,0.04737801014411121,common
P1_clean_baseline,20260521,1,0,0,0,3,2,2,1,0.02941948175430298,0.029419392347335815,8.940696716308594e-08,0.32834649085998535,-0.05442112684249878,-0.1946195662021637,-0.04988640546798706,11.16085230875831,1.8498329541287377,6.61532952305314,1.6956928706159322,common
P1_clean_baseline,20260521,1,0,1,0,2,2,2,1,0.03984689712524414,0.03984678350389004,1.1362135410308838e-07,-0.00939219444990158,0.02609216421842575,0.011427291668951511,0.011719522066414356,0.23570704690959132,0.6548104394782505,0.286779962641357,0.2941137933420092,slot
P1_clean_baseline,20260521,1,0,2,0,2,2,2,1,0.008213162422180176,0.008213230408728123,6.798654794692993e-08,-0.00939219444990158,0.02609216421842575,-0.005118734203279018,-0.003368005156517029,1.143553964613844,3.1768718158990956,0.6232354774155624,0.41007409611448975,slot
P1_clean_baseline,20260521,1,0,3,2,0,2,2,1,0.002575814723968506,0.0025758929550647736,7.82310962677002e-08,0.00939219444990158,-0.02609216421842575,0.010120340622961521,0.009155522100627422,3.6463004743723246,10.129674302904084,3.9289862460951057,3.5544179538354737,slot
P1_clean_baseline,20260521,1,0,4,2,0,2,2,1,0.007291167974472046,0.007291181944310665,1.3969838619232178e-08,0.00939219444990158,-0.02609216421842575,0.011621186509728432,0.012369965203106403,1.2881604816657197,3.578598697736776,1.5938717295249152,1.6965684025407621,slot
P1_clean_baseline,20260521,1,0,5,2,0,2,2,1,0.0095309317111969,0.009530910290777683,2.1420419216156006e-08,0.00939219444990158,-0.02609216421842575,0.011853888630867004,0.014376991428434849,0.9854434733665828,2.7376299620080986,1.2437282093775894,1.5084560318006286,slot
P1_clean_baseline,20260521,1,0,6,2,0,2,2,1,0.010777473449707031,0.010777367278933525,1.0617077350616455e-07,0.00939219444990158,-0.02609216421842575,0.011574605479836464,0.01590273156762123,0.8714653293956287,2.4209908138660294,1.0739627922860808,1.4755528410096452,slot
P1_clean_baseline,20260521,1,0,7,2,0,2,2,1,0.01144343614578247,0.011443416588008404,1.955777406692505e-08,0.00939219444990158,-0.02609216421842575,0.011136491782963276,0.017006894573569298,0.8207494960648787,2.2800987296147177,0.973177255597977,1.4861702688695706,slot
P1_clean_baseline,20260521,1,0,8,2,0,2,2,1,0.011760681867599487,0.01176074892282486,6.705522537231445e-08,0.00939219444990158,-0.02609216421842575,0.010555911809206009,0.01790480688214302,0.7986096857000226,2.2185928088327342,0.897559506161577,1.5224293186154887,slot
P1_clean_baseline,20260521,1,0,9,2,0,2,2,1,0.01194852590560913,0.011948524042963982,1.862645149230957e-09,0.00939219444990158,-0.02609216421842575,0.009977754205465317,0.018670739606022835,0.786054658465652,2.183714076911949,0.8350615200810124,1.5625977424761677,slot
P1_clean_baseline,20260521,1,1,0,0,2,2,2,1,0.06809389591217041,0.06809384003281593,5.587935447692871e-08,-0.00939219444990158,-0.02873149886727333,0.07053253054618835,0.03568500280380249,0.137930049736263,0.42193941883325486,1.0358128228874344,0.5240558250600039,position
P1_clean_baseline,20260521,1,1,1,2,0,2,2,1,0.04810318350791931,0.04810312669724226,5.681067705154419e-08,0.00939219444990158,0.02873149886727333,-0.011427291668951511,0.02140672504901886,0.19525099515202204,0.5972889270944659,0.2375579085544352,0.4450168052909561,slot
P1_clean_baseline,20260521,1,1,2,2,0,2,2,1,0.059733569622039795,0.05973359663039446,2.7008354663848877e-08,0.00939219444990158,0.02873149886727333,0.005118734203279018,0.01649116910994053,0.15723477617912454,0.4809941721057353,0.08569275594389336,0.2760787479182528,slot
P1_clean_baseline,20260521,1,1,3,2,0,2,2,1,0.058797746896743774,0.058797658421099186,8.847564458847046e-08,0.00939219444990158,0.02873149886727333,0.010120340622961521,0.010553624480962753,0.15973731895535817,0.48864965723481635,0.17212123180049926,0.17949028726383415,slot
P1_clean_baseline,20260521,1,1,4,2,0,2,2,1,0.055365562438964844,0.05536560341715813,4.0978193283081055e-08,0.00939219444990158,0.02873149886727333,0.011621186509728432,0.005620723590254784,0.16963964667126002,0.518941695913358,0.2098991863857549,0.10152021116828869,slot
P1_clean_baseline,20260521,1,1,5,2,0,2,2,1,0.051607489585876465,0.051607430912554264,5.8673322200775146e-08,0.00939219444990158,0.02873149886727333,0.011853888630867004,0.0016298489645123482,0.1819928565653766,0.5567311856831018,0.22969318457433907,0.03158163626231477,slot
P1_clean_baseline,20260521,1,1,6,2,0,2,2,1,0.04817134141921997,0.048171358183026314,1.6763806343078613e-08,0.00939219444990158,0.02873149886727333,0.011574605479836464,-0.0015269406139850616,0.1949747333827447,0.5964438195156778,0.2402799079042937,0.031698112798989334,slot
P1_clean_baseline,20260521,1,1,7,2,0,2,2,1,0.045118093490600586,0.04511813446879387,4.0978193283081055e-08,0.00939219444990158,0.02873149886727333,0.011136491782963276,-0.004142050631344318,0.20816913400514694,0.636806581227971,0.2468298396802456,0.09180464667034807,slot
P1_clean_baseline,20260521,1,1,8,2,0,2,2,1,0.042456239461898804,0.04245617380365729,6.565824151039124e-08,0.00939219444990158,0.02873149886727333,0.010555911809206009,-0.006223431322723627,0.22122059251927742,0.6767320712202416,0.24863040021900962,0.1465846104506895,slot
P1_clean_baseline,20260521,1,1,9,2,0,2,2,1,0.03997710347175598,0.03997709881514311,4.6566128730773926e-09,0.00939219444990158,0.02873149886727333,0.009977754205465317,-0.00812434870749712,0.23493934363046617,0.718698864403027,0.24958672187229994,0.20322504638779074,slot
P1_clean_baseline,20260521,1,2,0,2,0,2,2,1,0.0323941707611084,0.03239412233233452,4.842877388000488e-08,0.00939219444990158,0.011217620223760605,-0.07053253054618835,0.08231683820486069,0.2899347082894805,0.3462851482288347,2.1773216874829804,2.541100335980452,residual
P1_clean_baseline,20260521,1,2,1,2,0,2,2,1,0.0074218809604644775,0.007421727292239666,1.5366822481155396e-07,0.00939219444990158,0.011217620223760605,-0.011427291668951511,-0.0017607957124710083,1.2654736043238555,1.5114255110686363,1.5396759567855378,0.23724386336166914,position
P1_clean_baseline,20260521,1,2,2,2,0,2,2,1,0.016865700483322144,0.016865733079612255,3.259629011154175e-08,0.00939219444990158,0.011217620223760605,0.005118734203279018,-0.008862815797328949,0.5568813734827776,0.6651143979968864,0.3034996505683676,0.5254934893509495,slot
P1_clean_baseline,20260521,1,2,3,2,0,2,2,1,0.020664602518081665,0.02066452708095312,7.543712854385376e-08,0.00939219444990158,0.011217620223760605,0.010120340622961521,-0.010065628215670586,0.4545064170328632,0.5428422934312486,0.4897428157210455,0.4870951767334065,slot
P1_clean_baseline,20260521,1,2,4,2,0,2,2,1,0.021961331367492676,0.021961363963782787,3.259629011154175e-08,0.00939219444990158,0.011217620223760605,0.011621186509728432,-0.01026963721960783,0.4276696295291084,0.5107896254579998,0.5291658467906093,0.4676236175193378,position
P1_clean_baseline,20260521,1,2,5,2,0,2,2,1,0.022175639867782593,0.02217558491975069,5.494803190231323e-08,0.00939219444990158,0.011217620223760605,0.011853888630867004,-0.0102881183847785,0.4235365701238155,0.5058532827302037,0.5345455058588264,0.4639378365683767,position
P1_clean_baseline,20260521,1,2,6,2,0,2,2,1,0.021920830011367798,0.021920783445239067,4.6566128730773926e-08,0.00939219444990158,0.011217620223760605,0.011574605479836464,-0.010263636708259583,0.4284598003374387,0.5117333704035533,0.5280185774824245,0.468213872510166,position
P1_clean_baseline,20260521,1,2,7,2,0,2,2,1,0.021462589502334595,0.02146267332136631,8.381903171539307e-08,0.00939219444990158,0.011217620223760605,0.011136491782963276,-0.010283633135259151,0.4376077010129623,0.5226592169849965,0.5188792238584213,0.47914223650135734,slot
P1_clean_baseline,20260521,1,2,8,2,0,2,2,1,0.020875006914138794,0.020875107496976852,1.0058283805847168e-07,0.00939219444990158,0.011217620223760605,0.010555911809206009,-0.010290618985891342,0.44992533360744325,0.5373708506971957,0.505672254511035,0.49296362047772213,slot
P1_clean_baseline,20260521,1,2,9,2,0,2,2,1,0.02035677433013916,0.020356761291623116,1.30385160446167e-08,0.00939219444990158,0.011217620223760605,0.009977754205465317,-0.010230807587504387,0.46137930782068926,0.5510509691681551,0.49014416742306677,0.5025750849120136,slot
P1_clean_baseline,20260521,1,3,0,0,2,2,2,1,0.024593651294708252,0.024593659676611423,8.381903171539307e-09,-0.00939219444990158,0.013857186771929264,0.07053253054618835,-0.050403863191604614,0.381895080862697,0.5634456879085245,2.867916182960789,2.0494664491908883,position
P1_clean_baseline,20260521,1,3,1,0,2,2,2,1,0.02381834387779236,0.023818365298211575,2.1420419216156006e-08,-0.00939219444990158,0.013857186771929264,0.011427291668951511,0.00792608130723238,0.39432609160784826,0.5817863258263463,0.4797685232685736,0.3327721418373871,slot
P1_clean_baseline,20260521,1,3,2,0,2,2,2,1,0.01034209132194519,0.010342124849557877,3.3527612686157227e-08,-0.00939219444990158,0.013857186771929264,-0.005118734203279018,0.010995866730809212,0.9081523414874518,1.3398824609608009,0.49494188785757715,1.0632150102442777,slot
P1_clean_baseline,20260521,1,3,3,0,2,2,2,1,0.00398784875869751,0.003987911157310009,6.239861249923706e-08,-0.00939219444990158,0.013857186771929264,-0.010120340622961521,0.009643259458243847,2.3552032732979598,3.4748526362005827,2.53779449405874,2.418160778342426,slot
P1_clean_baseline,20260521,1,3,4,0,2,2,2,1,0.0005644559860229492,0.0005644643679261208,8.381903171539307e-09,-0.00939219444990158,0.013857186771929264,-0.011621186509728432,0.007720658555626869,16.63937434002112,24.549632061774023,20.588295274551214,13.678052402323125,slot
P1_clean_baseline,20260521,1,3,5,2,0,2,2,1,0.0016704201698303223,0.0016703875735402107,3.259629011154175e-08,0.00939219444990158,-0.013857186771929264,0.011853888630867004,-0.00571850873529911,5.622653880463871,8.295629460303301,7.096351471900089,3.4233954058876,slot
P1_clean_baseline,20260521,1,3,6,2,0,2,2,1,0.00299757719039917,0.0029976656660437584,8.847564458847046e-08,0.00939219444990158,-0.013857186771929264,0.011574605479836464,-0.004111947491765022,3.1332619156509116,4.622795641864349,3.8613202411962377,1.371756999264282,slot
P1_clean_baseline,20260521,1,3,7,2,0,2,2,1,0.004090815782546997,0.004090697271749377,1.1851079761981964e-07,0.00939219444990158,-0.013857186771929264,0.011136491782963276,-0.0025808021891862154,2.2959221214439225,3.3873895840163186,2.7223156394565255,0.6308771468509817,slot
P1_clean_baseline,20260521,1,3,8,2,0,2,2,1,0.004700660705566406,0.0047005286905914545,1.3201497495174408e-07,0.00939219444990158,-0.013857186771929264,0.010555911809206009,-0.0013903907965868711,1.998058366301481,2.9479232048209574,2.245623002891053,0.29578624871614423,slot
P1_clean_baseline,20260521,1,3,9,2,0,2,2,1,0.005197286605834961,0.0051972896326333284,3.026798367500305e-09,0.00939219444990158,-0.013857186771929264,0.009977754205465317,-0.0003154722508043051,1.8071342148722418,2.6662348688586635,1.9198006502591862,0.0606994138922657,slot
P1_clean_baseline,20260521,2,0,0,0,3,2,2,1,0.05542120337486267,0.05542128533124924,8.195638656616211e-08,0.2978612780570984,-0.06871358305215836,-0.10149416327476501,-0.07223224639892578,5.374500370235537,1.2398428555834047,1.8313237009357253,1.3033323349252297,common
P1_clean_baseline,20260521,2,0,1,0,2,2,2,1,0.024682044982910156,0.02468203939497471,5.587935447692871e-09,-0.020524844527244568,0.019222727045416832,0.031989287585020065,-0.006005130708217621,0.8315698533673351,0.7788141970702446,1.2960549908716819,0.24329956097136896,position
P1_clean_baseline,20260521,2,0,2,2,0,2,2,1,0.01457872986793518,0.014578629285097122,1.0058283805847168e-07,0.020524844527244568,-0.019222727045416832,0.001314006745815277,0.01196250505745411,1.4078623249880924,1.3185460749702054,0.09013177126666816,0.8205450794286777,common
P1_clean_baseline,20260521,2,0,3,2,0,2,2,1,0.02792021632194519,0.02792024053633213,2.421438694000244e-08,0.020524844527244568,-0.019222727045416832,0.014394650235772133,0.012223472818732262,0.7351248389544931,0.68848775467072,0.5155637073075966,0.4378000756793799,common
P1_clean_baseline,20260521,2,0,4,2,0,2,2,1,0.03355836868286133,0.03355836868286133,0.0,0.020524844527244568,-0.019222727045416832,0.020349426195025444,0.011906825006008148,0.6116162773349247,0.572814704644273,0.6063890169195902,0.354809410389758,common
P1_clean_baseline,20260521,2,0,5,2,0,2,2,1,0.036245107650756836,0.036245035007596016,7.264316082000732e-08,0.020524844527244568,-0.019222727045416832,0.023127030581235886,0.011815886944532394,0.5662790334357302,0.5303537026469679,0.6380731657380792,0.32599949925340244,position
P1_clean_baseline,20260521,2,0,6,2,0,2,2,1,0.03760680556297302,0.037606747820973396,5.774199962615967e-08,0.020524844527244568,-0.019222727045416832,0.024514880031347275,0.011789750307798386,0.5457747399702824,0.5111502228826151,0.6518735017335314,0.3135004457652303,position
P1_clean_baseline,20260521,2,0,7,2,0,2,2,1,0.03829675912857056,0.0382967134937644,4.563480615615845e-08,0.020524844527244568,-0.019222727045416832,0.025174623355269432,0.011819972656667233,0.535942074323788,0.5019413517703144,0.6573564951214995,0.30864159071489605,position
P1_clean_baseline,20260521,2,0,8,2,0,2,2,1,0.03852778673171997,0.03852765075862408,1.3597309589385986e-07,0.020524844527244568,-0.019222727045416832,0.025294918566942215,0.011930614709854126,0.5327283570729081,0.498931516083968,0.6565370272390155,0.30966260255047656,position
P1_clean_baseline,20260521,2,0,9,2,0,2,2,1,0.03886672854423523,0.03886670060455799,2.7939677238464355e-08,0.020524844527244568,-0.019222727045416832,0.02534610778093338,0.012218475341796875,0.5280826376700244,0.49458052595136603,0.6521286645488138,0.31436850487405216,position
P1_clean_baseline,20260521,2,1,0,0,2,2,2,1,0.09325042366981506,0.0932505801320076,1.564621925354004e-07,-0.020524844527244568,-0.0394182987511158,0.1275264471769333,0.025667276233434677,0.2201045713199093,0.4227144199439751,1.3675696276564295,0.275251041478572,position
P1_clean_baseline,20260521,2,1,1,2,0,2,2,1,0.058046042919158936,0.058046016842126846,2.60770320892334e-08,0.020524844527244568,0.0394182987511158,-0.031989287585020065,0.030092161148786545,0.3535959299728603,0.6790867519774586,0.5511019524547389,0.5184188212570506,slot
P1_clean_baseline,20260521,2,1,2,2,0,2,2,1,0.08062002062797546,0.08062002062797546,0.0,0.020524844527244568,0.0394182987511158,0.001314006745815277,0.01936287060379982,0.2545874382984512,0.4889393285200611,0.01629876469368344,0.24017446848780422,slot
P1_clean_baseline,20260521,2,1,3,2,0,2,2,1,0.08506131172180176,0.08506137132644653,5.960464477539063e-08,0.020524844527244568,0.0394182987511158,0.014394650235772133,0.010723577812314034,0.24129470980147041,0.4634104265877743,0.16922676060828595,0.12606880372814086,slot
P1_clean_baseline,20260521,2,1,4,2,0,2,2,1,0.08437731862068176,0.08437733864411712,2.0023435354232788e-08,0.020524844527244568,0.0394182987511158,0.020349426195025444,0.004084769170731306,0.2432507321015261,0.4671669993250291,0.2411717571460915,0.048410748735621546,slot
P1_clean_baseline,20260521,2,1,5,2,0,2,2,1,0.0819970965385437,0.08199698152020574,1.150183379650116e-07,0.020524844527244568,0.0394182987511158,0.023127030581235886,-0.0010731923393905163,0.25031184509803495,0.48072798202783634,0.2820469450447523,0.013088174882949052,slot
P1_clean_baseline,20260521,2,1,6,2,0,2,2,1,0.07935765385627747,0.07935763895511627,1.4901161193847656e-08,0.020524844527244568,0.0394182987511158,0.024514880031347275,-0.00510038435459137,0.25863723950832224,0.4967170378109367,0.3089163910483735,0.0642708561398317,slot
P1_clean_baseline,20260521,2,1,7,2,0,2,2,1,0.07685387134552002,0.07685380335897207,6.798654794692993e-08,0.020524844527244568,0.0394182987511158,0.025174623355269432,-0.008263963274657726,0.26706324831665107,0.5128993251868708,0.32756480466792925,0.10752826279244358,slot
P1_clean_baseline,20260521,2,1,8,2,0,2,2,1,0.07432529330253601,0.07432535756379366,6.426125764846802e-08,0.020524844527244568,0.0394182987511158,0.025294918566942215,-0.010912704281508923,0.2761488534421196,0.5303483780503404,0.3403271947273855,0.1468235616251053,slot
P1_clean_baseline,20260521,2,1,9,2,0,2,2,1,0.07204324007034302,0.07204311154782772,1.2852251529693604e-07,0.020524844527244568,0.0394182987511158,0.02534610778093338,-0.013246139511466026,0.28489618883331885,0.5471477783707087,0.3518179881441401,0.18386373931173133,slot
