layer,metric,role,band_index,band,estimate,ci_low,ci_high,bootstrap_sign_p,bootstrap_q
10,q_enrichment,coarse,8,F8,1.1982170730943742,1.1007155041476622,1.2506892735351645,,
10,q_enrichment,coarse,9,F9,1.2847219136940546,1.2368422833754629,1.372096832708065,,
10,q_enrichment,coarse,10,F10,1.2093892486925726,1.1467856519699888,1.306193769133594,,
10,q_enrichment,coarse,11,F11,1.128019275818384,1.064812344634463,1.1696338934861163,,
10,q_enrichment,coarse,12,F12,1.1585785075398283,1.1055837686626648,1.247103440984375,,
10,q_enrichment,coarse,13,F13,1.1735383137165143,1.1105814033550152,1.2997644750824815,,
10,q_enrichment,coarse,14,F14,1.1178909663470262,1.0668366177938302,1.228166426802929,,
10,q_enrichment,coarse,15,F15,1.0026969852998973,0.9637341412124666,1.0565023904561,,
10,q_enrichment,coarse,16,F16,0.8889641851604315,0.8230861121068159,0.9765717689043568,,
10,q_enrichment,fine,1,F1,0.22792691145359684,0.21656370390032453,0.23582175211211204,,
10,q_enrichment,fine,2,F2,0.5094238608866023,0.47110892528001636,0.5156195677588118,,
10,q_enrichment,fine,3,F3,0.7175733831657017,0.7002984992903591,0.7391112269574098,,
10,q_enrichment,fine,4,F4,0.8588475270107,0.8303417763065818,0.8877309101699855,,
10,q_enrichment,fine,5,F5,1.0706106079814208,1.029025515942022,1.0953098544316653,,
10,q_enrichment,fine,6,F6,1.2203432731987893,1.2207577740169777,1.2909484001922182,,
10,q_enrichment,fine,7,F7,1.3765564038665314,1.3191858047764855,1.4068144611677764,,
10,q_enrichment,fine,8,F8,1.3091636827081339,1.2871299127439064,1.344234099031365,,
10,q_enrichment,fine,9,F9,1.245878438881425,1.219786702606416,1.299083369865514,,
10,q_enrichment,fine,10,F10,1.1895830933234346,1.1295918089312538,1.1969443612998327,,
10,q_enrichment,fine,11,F11,1.1714949379117057,1.111447995341492,1.1734231599651272,,
10,q_enrichment,fine,12,F12,1.1321052250822405,1.112706514696964,1.1830096146211022,,
10,q_enrichment,fine,13,F13,1.0940427009508003,1.0593065581381196,1.1252016733096641,,
10,q_enrichment,fine,14,F14,1.0424509108045381,1.0120754268320191,1.091236705630959,,
10,q_enrichment,fine,15,F15,0.9666787639943979,0.969874968270486,1.0232052099690698,,
10,q_enrichment,fine,16,F16,0.8673202787799805,0.8311463158641925,0.8993278299201545,,
10,q_enrichment,fine_vs_coarse_log_ratio,1,F1,0.07786126415591973,0.0018538437292704157,0.17172649407129353,0.10494752623688156,0.559720139930035
10,q_enrichment,fine_vs_coarse_log_ratio,2,F2,0.049878411102598635,-0.08069350321196253,0.1692971193949771,0.3888055972013993,0.7948559053806431
10,q_enrichment,fine_vs_coarse_log_ratio,3,F3,0.04067286040229806,-9.949085069352326e-05,0.0913761073401966,0.1409295352323838,0.6134579768939059
10,q_enrichment,fine_vs_coarse_log_ratio,4,F4,0.00415763432133439,-0.06025893817974423,0.09918208936548012,0.9385307346326837,1.0
10,q_enrichment,fine_vs_coarse_log_ratio,5,F5,0.022464907915297438,-0.05058181554563602,0.10938840220141044,0.5887056471764118,0.8913394964921632
10,q_enrichment,fine_vs_coarse_log_ratio,6,F6,-0.008768183277119776,-0.04502638046986149,0.07057538739736638,0.31984007996002,0.756066411238825
10,q_enrichment,fine_vs_coarse_log_ratio,7,F7,0.0417134234799435,-0.00963193292508871,0.08679793380714089,0.07896051974012994,0.5193847520684103
10,q_enrichment,fine_vs_coarse_log_ratio,8,F8,0.08855384367782121,0.0410155785121433,0.19056759459839684,0.09095452273863068,0.54943956593132
10,q_enrichment,fine_vs_coarse_log_ratio,9,F9,-0.030701430835121064,-0.09425141417151628,0.03010475064671829,0.2938530734632684,0.7433594127306095
10,q_enrichment,fine_vs_coarse_log_ratio,10,F10,-0.016512575036844824,-0.12786306377646398,0.02080755574825112,0.8935532233883059,0.9962024637398816
10,q_enrichment,fine_vs_coarse_log_ratio,11,F11,0.037817416503633954,-0.033403647968256484,0.07911855281099345,0.07196401799100449,0.5012082194197018
10,q_enrichment,fine_vs_coarse_log_ratio,12,F12,-0.023114898656452502,-0.09080886351025266,0.046110527033682146,0.3618190904547726,0.7846040349788477
10,q_enrichment,fine_vs_coarse_log_ratio,13,F13,-0.07014364968820277,-0.18106237086920524,-0.014239349258975409,0.2888555722138931,0.7433594127306095
10,q_enrichment,fine_vs_coarse_log_ratio,14,F14,-0.06986925872332693,-0.1471062740239906,-0.012647199131125164,0.07796101949025487,0.5185721745868639
10,q_enrichment,fine_vs_coarse_log_ratio,15,F15,-0.03658239223791579,-0.0652443604288144,0.03921146268487269,0.01699150424787606,0.25147426286856567
10,q_enrichment,fine_vs_coarse_log_ratio,16,F16,-0.024648629120825986,-0.10817259233321536,0.03406622606773786,0.672663668165917,0.9445300551580357
10,j_enrichment,coarse,1,F1,0.8704699842157414,0.7702587625904075,0.9522257484901232,,
10,j_enrichment,coarse,2,F2,0.8895568133461083,0.7663197809225706,0.9802990254231077,,
10,j_enrichment,coarse,3,F3,0.9805074307837577,0.9389787680477722,1.0245976294956674,,
10,j_enrichment,coarse,4,F4,1.001830258768761,0.9116450998617094,1.0662987355606628,,
10,j_enrichment,coarse,5,F5,0.9631935421151274,0.8766198132126733,1.0319792561342807,,
10,j_enrichment,coarse,6,F6,1.0755341652620478,1.0275798023738978,1.1424219624022514,,
10,j_enrichment,coarse,7,F7,0.947544975862392,0.9008146801436699,0.9797988872257446,,
10,j_enrichment,coarse,8,F8,0.931985562136763,0.8479243533370904,0.9789733235741243,,
10,j_enrichment,coarse,9,F9,1.0573659330229734,1.0138441764369748,1.1326931758337078,,
10,j_enrichment,coarse,10,F10,0.9796172423828273,0.9281308609393124,1.0657527766169013,,
10,j_enrichment,coarse,11,F11,0.9262254900527254,0.8747918761418134,0.9671025318111243,,
10,j_enrichment,coarse,12,F12,1.0608872489577217,1.0067099617769675,1.1515034103610058,,
10,j_enrichment,coarse,13,F13,1.074292881341997,1.0144198907911102,1.1969112706610114,,
10,j_enrichment,coarse,14,F14,1.103085554758911,1.0528356983366471,1.2093775851164903,,
10,j_enrichment,coarse,15,F15,1.1102000433981467,1.06326644369344,1.1763299660614612,,
10,j_enrichment,coarse,16,F16,1.027702873593999,0.964516765787064,1.1208237536059993,,
10,j_enrichment,fine,1,F1,0.9735387086006094,0.8929670503270895,1.0416899615589632,,
10,j_enrichment,fine,2,F2,0.9090508214837603,0.8437977800294504,0.9076843069028332,,
10,j_enrichment,fine,3,F3,1.0138338623858234,0.9909216803163484,1.0501216328130698,,
10,j_enrichment,fine,4,F4,0.9985818604244661,0.9621976497724194,1.0349871403180728,,
10,j_enrichment,fine,5,F5,0.9708906804793431,0.9250563432870985,0.9959726135511119,,
10,j_enrichment,fine,6,F6,1.0841691787972099,1.0838384805014516,1.1495258276643636,,
10,j_enrichment,fine,7,F7,0.9754364278620016,0.9332227657066009,0.9980969876115168,,
10,j_enrichment,fine,8,F8,1.0163572240674914,0.9961965690123492,1.0480549723193477,,
10,j_enrichment,fine,9,F9,1.0264214935423432,1.0032412356281255,1.0734891292050897,,
10,j_enrichment,fine,10,F10,0.9408769570637648,0.8876519496718789,0.9525428322044978,,
10,j_enrichment,fine,11,F11,0.9386505017276051,0.8902218166556012,0.9443870750684726,,
10,j_enrichment,fine,12,F12,1.042452639360242,1.0184056452787988,1.0990159695595008,,
10,j_enrichment,fine,13,F13,0.9928783494219013,0.9613999613245927,1.0204829720639201,,
10,j_enrichment,fine,14,F14,1.031034836317783,1.0085392899678347,1.079986304611375,,
10,j_enrichment,fine,15,F15,1.0913323224649123,1.0953082435837684,1.1577106201618534,,
10,j_enrichment,fine,16,F16,0.9944941360007431,0.9591381830224252,1.027151190385618,,
10,j_enrichment,fine_vs_coarse_log_ratio,1,F1,0.11190430879433082,-0.023404797810826494,0.26092705238588804,0.1619190404797601,0.7761314148120745
10,j_enrichment,fine_vs_coarse_log_ratio,2,F2,0.021677625668468786,-0.11953707334029307,0.138094205105399,0.5617191404297851,0.9197140560154705
10,j_enrichment,fine_vs_coarse_log_ratio,3,F3,0.03342410275282903,-0.009415296386515754,0.0883813130778077,0.28785607196401797,0.83412038474155
10,j_enrichment,fine_vs_coarse_log_ratio,4,F4,-0.0032477319732321605,-0.07635518716563534,0.09319125106786323,0.928535732133933,1.0
10,j_enrichment,fine_vs_coarse_log_ratio,5,F5,0.007959507565534913,-0.07556609574317168,0.09308644223029798,0.782608695652174,0.9569536219544549
10,j_enrichment,fine_vs_coarse_log_ratio,6,F6,0.007996523756150672,-0.032770238735193635,0.09435276076301605,0.6316841579210395,0.920742492715456
10,j_enrichment,fine_vs_coarse_log_ratio,7,F7,0.029010585407992995,-0.03349476010951207,0.08151753524893622,0.2928535732133933,0.83412038474155
10,j_enrichment,fine_vs_coarse_log_ratio,8,F8,0.0866628415377548,0.03595517876223403,0.19185122038567565,0.111944027986007,0.7761314148120745
10,j_enrichment,fine_vs_coarse_log_ratio,9,F9,-0.02970237181043968,-0.1026396395027927,0.03760918074666905,0.367816091954023,0.8551974012993503
10,j_enrichment,fine_vs_coarse_log_ratio,10,F10,-0.04034955297651859,-0.16213969218431407,0.006891854233296912,0.6866566716641679,0.9350554080757786
10,j_enrichment,fine_vs_coarse_log_ratio,11,F11,0.013325492512014585,-0.06444067412507898,0.057226208294998596,0.33483258370814595,0.8463616293119263
10,j_enrichment,fine_vs_coarse_log_ratio,12,F12,-0.01752934154199015,-0.09356962069666364,0.06174272040083942,0.5067466266866567,0.9096347348713703
10,j_enrichment,fine_vs_coarse_log_ratio,13,F13,-0.0788097909228893,-0.19743681343905106,-0.017903758594031705,0.24387806096951525,0.83412038474155
10,j_enrichment,fine_vs_coarse_log_ratio,14,F14,-0.06754830944754739,-0.14942977671865437,-0.0034548234413131484,0.1089455272363818,0.7761314148120745
10,j_enrichment,fine_vs_coarse_log_ratio,15,F15,-0.01714095435307497,-0.04653488117173434,0.062363848488489144,0.14592703648175911,0.7761314148120745
10,j_enrichment,fine_vs_coarse_log_ratio,16,F16,-0.03284716892099139,-0.12395974855414227,0.030569957806015596,0.5617191404297851,0.9197140560154705
11,b,coarse,1,F1,0.0066725220531225204,0.003969232159059173,0.010290640651766636,,
11,b,coarse,2,F2,0.00455073919147253,0.0030043264299176964,0.006731645762542808,,
11,b,coarse,3,F3,0.0037045469507575035,0.0023886410816330826,0.005426133495514882,,
11,b,coarse,4,F4,0.0036104493774473667,0.0023166321023976853,0.005346006839296485,,
11,b,coarse,5,F5,0.003169738920405507,0.002065250498224902,0.0045236763126489795,,
11,b,coarse,6,F6,0.0030869166366755962,0.0019699240019803847,0.00447359268022473,,
11,b,coarse,7,F7,0.003004135563969612,0.0019191534672568656,0.004512287376359642,,
11,b,coarse,8,F8,0.002645739121362567,0.0016874751230559473,0.003920544626238214,,
11,b,coarse,9,F9,0.002582900458946824,0.0016870437816833284,0.0037366781955145904,,
11,b,coarse,10,F10,0.0026085316203534603,0.0016156090434265443,0.0040536751136291274,,
11,b,coarse,11,F11,0.0025272902566939592,0.0016278065779858635,0.003798911872662822,,
11,b,coarse,12,F12,0.0020669298246502876,0.0013289521385220374,0.0030084931918227128,,
11,b,coarse,13,F13,0.002110810484737158,0.0013356005868536455,0.0031807878407250642,,
11,b,coarse,14,F14,0.0020969570614397526,0.0013553386789825644,0.0031541700941104286,,
11,b,coarse,15,F15,0.0019538970664143562,0.0012032270731155965,0.0029739710949897935,,
11,b,coarse,16,F16,0.0016103929374366999,0.0009831290624598503,0.0025156165160021217,,
11,b,fine,1,F1,0.0067040277644991875,0.003617401600433173,0.005654361086198145,,
11,b,fine,2,F2,0.00421272125095129,0.0024661633251320918,0.0035605245167993496,,
11,b,fine,3,F3,0.0035106102004647255,0.0019900999908857514,0.002891501537125007,,
11,b,fine,4,F4,0.0032580490224063396,0.0017762895426440286,0.0026386524944799895,,
11,b,fine,5,F5,0.003091714344918728,0.0017191668342262704,0.002501893882225284,,
11,b,fine,6,F6,0.002842552028596401,0.0015446168477325202,0.0022612958264440234,,
11,b,fine,7,F7,0.002645812463015318,0.0014416089877558917,0.0021331893214180295,,
11,b,fine,8,F8,0.002482142299413681,0.001400675488123717,0.002046481783452363,,
11,b,fine,9,F9,0.0022765989415347576,0.001248636951783635,0.0018094203154516751,,
11,b,fine,10,F10,0.0023861932568252087,0.0013114134196203946,0.001956150793848677,,
11,b,fine,11,F11,0.002228340832516551,0.0012345605871981538,0.0018146242937928413,,
11,b,fine,12,F12,0.0019807068165391684,0.0010975042147801791,0.0016081401065824235,,
11,b,fine,13,F13,0.0019363133469596505,0.0010856373245095126,0.0015946887089588542,,
11,b,fine,14,F14,0.0018437893595546484,0.001016118212520579,0.0015041983495079768,,
11,b,fine,15,F15,0.0017503522103652358,0.0009291818981725836,0.001389487288780221,,
11,b,fine,16,F16,0.0015505258925259113,0.0008517716214432353,0.0012764967153298752,,
11,b,fine_vs_coarse_log_ratio,1,F1,0.004710597286265165,-0.830942560738011,0.14929983097882496,0.14792603698150925,0.349431583420888
11,b,fine_vs_coarse_log_ratio,2,F2,-0.07718086265176789,-0.8239696222191905,-0.0013422545230551974,0.223888055972014,0.4223800049660705
11,b,fine_vs_coarse_log_ratio,3,F3,-0.053771102119374165,-0.8169991138289194,0.018462984608555805,0.16591704147926037,0.37065240964423446
11,b,fine_vs_coarse_log_ratio,4,F4,-0.10270368903923469,-0.8960694953868085,-0.05500918470850677,0.2108945527236382,0.40934286954883214
11,b,fine_vs_coarse_log_ratio,5,F5,-0.024923483760395774,-0.7722637794983803,0.018626670730844695,0.10294852573713144,0.31742462102282193
11,b,fine_vs_coarse_log_ratio,6,F6,-0.08247049022431825,-0.8689076856205757,-0.03142495679298904,0.1619190404797601,0.3672646435402988
11,b,fine_vs_coarse_log_ratio,7,F7,-0.12701167317772422,-0.9476070302300369,-0.07932805300419346,0.2478760619690155,0.43414978901082
11,b,fine_vs_coarse_log_ratio,8,F8,-0.06382844954387083,-0.8385315933477824,0.011101759553647533,0.19590204897551225,0.39048489223401767
11,b,fine_vs_coarse_log_ratio,9,F9,-0.12623033940162556,-0.9029172328071586,-0.08840637258632988,0.22188905547226387,0.42237402199221935
11,b,fine_vs_coarse_log_ratio,10,F10,-0.08908814890103295,-0.929843065414746,0.0044772008219049475,0.24687656171914044,0.43414978901082
11,b,fine_vs_coarse_log_ratio,11,F11,-0.12589039671829913,-0.9441324782024503,-0.06160825369327458,0.2688655672163918,0.4521829994093862
11,b,fine_vs_coarse_log_ratio,12,F12,-0.04261057072976522,-0.8225313149607443,0.026554455753573278,0.1489255372313843,0.349431583420888
11,b,fine_vs_coarse_log_ratio,13,F13,-0.08628616119743529,-0.8676591650597174,-0.008632312530033437,0.2318840579710145,0.42500112173015664
11,b,fine_vs_coarse_log_ratio,14,F14,-0.1286643870917981,-0.9167728050581183,-0.07460534016012799,0.27386306846576713,0.45928310632219305
11,b,fine_vs_coarse_log_ratio,15,F15,-0.1100088430865293,-0.9557546785296553,-0.0635006316354711,0.2178910544727636,0.41880358522037686
11,b,fine_vs_coarse_log_ratio,16,F16,-0.03788405085070391,-0.8558915141688586,0.054637831945906046,0.17891054472763618,0.3823647742915546
11,q,coarse,1,F1,0.0017158473800643619,0.0010979978153200336,0.0024347208558791822,,
11,q,coarse,2,F2,0.0041103282430088595,0.0027104708806323704,0.0061230769466703305,,
11,q,coarse,3,F3,0.0056861315817254635,0.0036928595305232136,0.00828848247807927,,
11,q,coarse,4,F4,0.007845425288837013,0.0050178505265864775,0.011679379246724858,,
11,q,coarse,5,F5,0.008925343593129513,0.005800644490671371,0.012726295698955767,,
11,q,coarse,6,F6,0.010752100470550814,0.006857887977008553,0.015596858657041416,,
11,q,coarse,7,F7,0.012005249274155971,0.00766829571671263,0.018039883980825365,,
11,q,coarse,8,F8,0.010618789293227043,0.006772755146894417,0.015735278918774832,,
11,q,coarse,9,F9,0.010366583594379399,0.0067710242938375294,0.014997323162152265,,
11,q,coarse,10,F10,0.01046945494411943,0.006484318184409361,0.016269601649345176,,
11,q,coarse,11,F11,0.010143389701101034,0.006533273905761124,0.01524710133389998,,
11,q,coarse,12,F12,0.008295712668430443,0.005333807710561963,0.012074718960203717,,
11,q,coarse,13,F13,0.008471828760468024,0.005360490561109135,0.012766229864347315,,
11,q,coarse,14,F14,0.00841622801401398,0.005439710450095679,0.012659398454960237,,
11,q,coarse,15,F15,0.007842050703322789,0.004829204770026761,0.011936161868324763,,
11,q,coarse,16,F16,0.006463381529490492,0.003945830918163139,0.010096536295504539,,
11,q,fine,1,F1,0.0017769993689368305,0.0009950229620968218,0.0014879334853402796,,
11,q,fine,2,F2,0.003800527904115141,0.002223506314399024,0.0032065443693973417,,
11,q,fine,3,F3,0.005354748381149139,0.003030299081632622,0.0043939283854671635,,
11,q,fine,4,F4,0.007062575699327265,0.003853891183950148,0.005726310210880671,,
11,q,fine,5,F5,0.00869113787193192,0.004825172398921988,0.007029062451914477,,
11,q,fine,6,F6,0.009892409688883287,0.005365590509637069,0.007862505283827084,,
11,q,fine,7,F7,0.01056655759221311,0.005756843583550746,0.00851870730541016,,
11,q,fine,8,F8,0.009962185940551675,0.005621672695797832,0.00821364489787836,,
11,q,fine,9,F9,0.009137229008090157,0.005011458931072578,0.0072621881000731825,,
11,q,fine,10,F10,0.009577090415837873,0.005263415693357531,0.007851096843400993,,
11,q,fine,11,F11,0.008943542711409194,0.004954963236748899,0.007283073974245265,,
11,q,fine,12,F12,0.007949653367538223,0.004404881932448236,0.006454340970045158,,
11,q,fine,13,F13,0.007771477650680569,0.004357252612863938,0.0064003519753060055,,
11,q,fine,14,F14,0.007400128711867736,0.0040782352853130635,0.006037165758236702,,
11,q,fine,15,F15,0.007025114438241376,0.0037293118222323455,0.005576768270445048,,
11,q,fine,16,F16,0.006223103255918549,0.00341862270809498,0.005123275736162702,,
11,q,fine_vs_coarse_log_ratio,1,F1,0.035019136290050816,-0.7113401741006543,0.12760943265908692,0.09195402298850575,0.3007021079624122
11,q,fine_vs_coarse_log_ratio,2,F2,-0.07836291057906955,-0.8322490704523897,-0.00038077555418777886,0.2288855572213893,0.4182106477625385
11,q,fine_vs_coarse_log_ratio,3,F3,-0.06004643916415946,-0.8238186784117625,0.005247974494626384,0.16591704147926037,0.3611135608666255
11,q,fine_vs_coarse_log_ratio,4,F4,-0.10512078126317466,-0.9014935868959704,-0.05270154552736983,0.21889055472263869,0.4126853770566946
11,q,fine_vs_coarse_log_ratio,5,F5,-0.02659095366554061,-0.7749219249903813,0.01915222264214171,0.10694652673663169,0.32302216238819365
11,q,fine_vs_coarse_log_ratio,6,F6,-0.08333336311175067,-0.8712990559788956,-0.031565388275271,0.1629185407296352,0.35807926295155
11,q,fine_vs_coarse_log_ratio,7,F7,-0.12764992399387023,-0.9490688956203928,-0.08018839879133635,0.24987506246876562,0.4376509969867137
11,q,fine_vs_coarse_log_ratio,8,F8,-0.06382848733501491,-0.8385317871910157,0.011101618922856049,0.19590204897551225,0.39048489223401767
11,q,fine_vs_coarse_log_ratio,9,F9,-0.12623034956229504,-0.9029172070991855,-0.08840646114482839,0.22188905547226387,0.4143795610081395
11,q,fine_vs_coarse_log_ratio,10,F10,-0.08908813327370917,-0.9298430236603625,0.0044773722188854725,0.24687656171914044,0.43673401394540823
11,q,fine_vs_coarse_log_ratio,11,F11,-0.12589044521734827,-0.9441326278587477,-0.061608268868248994,0.2688655672163918,0.44836173462564494
11,q,fine_vs_coarse_log_ratio,12,F12,-0.04261050922634092,-0.8225311514385272,0.026554658952653992,0.1489255372313843,0.34268579995716425
11,q,fine_vs_coarse_log_ratio,13,F13,-0.08628607555391815,-0.8676588912744547,-0.008632029481463133,0.2318840579710145,0.4210900684627012
11,q,fine_vs_coarse_log_ratio,14,F14,-0.1286643549937606,-0.9167727875064509,-0.0746054183137464,0.27386306846576713,0.4503526014770393
11,q,fine_vs_coarse_log_ratio,15,F15,-0.1100088642321594,-0.9557545405969566,-0.06350058487594096,0.2178910544727636,0.4126853770566946
11,q,fine_vs_coarse_log_ratio,16,F16,-0.037883939339841535,-0.8558914070869981,0.05463811259241988,0.17891054472763618,0.3742581006316629
11,j,coarse,1,F1,0.28902655839920044,0.16675452233378754,0.41233448157349023,,
11,j,coarse,2,F2,0.33919787406921387,0.21696473217050283,0.46211762255060856,,
11,j,coarse,3,F3,0.3153938353061676,0.1959443626157376,0.4261195401809537,,
11,j,coarse,4,F4,0.3156221807003021,0.1945367938821477,0.43248550741214686,,
11,j,coarse,5,F5,0.2978269159793854,0.18765382436971856,0.38996494944840737,,
11,j,coarse,6,F6,0.30480214953422546,0.18722763229999512,0.4110327532817126,,
11,j,coarse,7,F7,0.32367295026779175,0.20109901446376327,0.4475848437821979,,
11,j,coarse,8,F8,0.3210708498954773,0.19750602879092471,0.43810111888390624,,
11,j,coarse,9,F9,0.3218178153038025,0.20263765372760617,0.42899025092273807,,
11,j,coarse,10,F10,0.3186148703098297,0.19060130043186813,0.4563028296635248,,
11,j,coarse,11,F11,0.3298434317111969,0.20276631473280082,0.4624362970545934,,
11,j,coarse,12,F12,0.30323082208633423,0.18454842958905296,0.4078907886841263,,
11,j,coarse,13,F13,0.32780027389526367,0.20186847375314557,0.45269054551656523,,
11,j,coarse,14,F14,0.3351284861564636,0.20966538918579952,0.46203658711285434,,
11,j,coarse,15,F15,0.3087887763977051,0.18620340094959092,0.43164898057688833,,
11,j,coarse,16,F16,0.3087053894996643,0.1835879056576668,0.4349426711346317,,
11,j,fine,1,F1,0.3047521412372589,0.11649071065543867,0.20377612959984018,,
11,j,fine,2,F2,0.33934178948402405,0.1414794226911583,0.2275742339272977,,
11,j,fine,3,F3,0.31695878505706787,0.12851739139018042,0.20773625703709714,,
11,j,fine,4,F4,0.29687419533729553,0.11607648663190104,0.18982057259999646,,
11,j,fine,5,F5,0.30490079522132874,0.12077314921923295,0.1972386579505841,,
11,j,fine,6,F6,0.29109054803848267,0.1122914826642745,0.18582028646405038,,
11,j,fine,7,F7,0.29722607135772705,0.11637775886557099,0.19022524900707288,,
11,j,fine,8,F8,0.32036060094833374,0.1300709931024438,0.20845456365941095,,
11,j,fine,9,F9,0.2952462434768677,0.11571727456501511,0.18721354429884934,,
11,j,fine,10,F10,0.3062712848186493,0.12031282994651839,0.20035080558549836,,
11,j,fine,11,F11,0.3053719997406006,0.11968434090946777,0.19805931609183536,,
11,j,fine,12,F12,0.3050226867198944,0.12133964410455303,0.1969618516310409,,
11,j,fine,13,F13,0.3196069002151489,0.13030028647928993,0.20830225615116396,,
11,j,fine,14,F14,0.3108683228492737,0.12333141338917057,0.20128235025934252,,
11,j,fine,15,F15,0.28548774123191833,0.10984649612370909,0.18020255654515166,,
11,j,fine,16,F16,0.3145616948604584,0.1262722189732643,0.20386995188195892,,
11,j,fine_vs_coarse_log_ratio,1,F1,0.052980213080717674,-1.0600897890342198,0.00982129924911082,0.014992503748125937,0.019767399151203905
11,j,fine_vs_coarse_log_ratio,2,F2,0.0004241916123650662,-1.011620676426478,-0.09679106994716122,0.01199400299850075,0.01636048335279365
11,j,fine_vs_coarse_log_ratio,3,F3,0.004949621130509982,-1.0314188530107111,-0.10394792679076238,0.01199400299850075,0.01636048335279365
11,j,fine_vs_coarse_log_ratio,4,F4,-0.0612374032126051,-1.1305035757540678,-0.20334364541660102,0.017991004497751123,0.022904676693911108
11,j,fine_vs_coarse_log_ratio,5,F5,0.023473963225315052,-1.0091794726728835,-0.11979949352445597,0.00399800099950025,0.0073503620860377265
11,j,fine_vs_coarse_log_ratio,6,F6,-0.04602849565024821,-1.1192325666824923,-0.19191973143515556,0.014992503748125937,0.019767399151203905
11,j,fine_vs_coarse_log_ratio,7,F7,-0.08524056096597327,-1.1816681082097973,-0.2205641987641498,0.028985507246376812,0.034876870507835514
11,j,fine_vs_coarse_log_ratio,8,F8,-0.0022145756541394786,-1.042820513565067,-0.11394212786624122,0.015992003998001,0.020853009618538747
11,j,fine_vs_coarse_log_ratio,9,F9,-0.08617586264013216,-1.143309434127145,-0.24272347679531303,0.01899050474762619,0.023818599174988776
11,j,fine_vs_coarse_log_ratio,10,F10,-0.03951180941088406,-1.154234275039025,-0.13233697245582662,0.02798600699650175,0.03374280273305303
11,j,fine_vs_coarse_log_ratio,11,F11,-0.07708738782051275,-1.1723994879833033,-0.19381117305891896,0.029985007496251874,0.035933450278909124
11,j,fine_vs_coarse_log_ratio,12,F12,0.005891851970168457,-1.0541869252486147,-0.11764808352101157,0.009995002498750625,0.014257931275326194
11,j,fine_vs_coarse_log_ratio,13,F13,-0.025312698046305343,-1.0952668510373025,-0.13654178189340288,0.01899050474762619,0.023818599174988776
11,j,fine_vs_coarse_log_ratio,14,F14,-0.07514457573566333,-1.138525401716703,-0.20221300252097357,0.025987006496751622,0.03158995450939828
11,j,fine_vs_coarse_log_ratio,15,F15,-0.07845838134523761,-1.188954368009612,-0.22244741920511701,0.02798600699650175,0.03374280273305303
11,j,fine_vs_coarse_log_ratio,16,F16,0.018792834927433187,-1.061255645666806,-0.08110649363411214,0.012993503248375811,0.01744252590258159
11,e,coarse,1,F1,2.2240583499126,2.0110531096719892,2.4308856280097344,,
11,e,coarse,2,F2,1.516834177015968,1.4211918049946022,1.638944166632454,,
11,e,coarse,3,F3,1.2347847654725765,1.1748724545360993,1.3028114863026548,,
11,e,coarse,4,F4,1.2034205388786776,1.1490519236391463,1.271278095851831,,
11,e,coarse,5,F5,1.0565246928890701,0.9714704152805158,1.1162384182945577,,
11,e,coarse,6,F6,1.028918700698735,0.9731837174788046,1.0769159401290909,,
11,e,coarse,7,F7,1.0013264448019847,0.9504550951010672,1.0759065137587414,,
11,e,coarse,8,F8,0.8818671767151663,0.836826161459593,0.9315513502940326,,
11,e,coarse,9,F9,0.8609220452146013,0.8020753621878736,0.9119722119470054,,
11,e,coarse,10,F10,0.8694653213687371,0.8250040404535554,0.9453241421505565,,
11,e,coarse,11,F11,0.8423862751300447,0.8049925503975865,0.8939165787029154,,
11,e,coarse,12,F12,0.688940778104379,0.6450342091207604,0.7237523736765775,,
11,e,coarse,13,F13,0.7035669041312252,0.6690034903193764,0.7615641807046051,,
11,e,coarse,14,F14,0.698949336513738,0.6653177028230367,0.7477481288031788,,
11,e,coarse,15,F15,0.6512651514422487,0.602287301378323,0.7107517944109031,,
11,e,coarse,16,F16,0.5367697297411399,0.4864428708285694,0.597326052795475,,
11,e,fine,1,F1,2.3996277747507206,2.2421279324504897,2.539615872682784,,
11,e,fine,2,F2,1.5078939521397534,1.497531290705503,1.6307612185679943,,
11,e,fine,3,F3,1.25658157144993,1.2374678819746678,1.307229887755851,,
11,e,fine,4,F4,1.1661802725618222,1.1227475154369513,1.176762996756028,,
11,e,fine,5,F5,1.1066427339321183,1.0720302408427593,1.1349762194800965,,
11,e,fine,6,F6,1.0174580175688583,0.9697206393379316,1.0195592952276897,,
11,e,fine,7,F7,0.9470374073708,0.9069951722172491,0.9610462872758365,,
11,e,fine,8,F8,0.8884536001025403,0.8778137855703472,0.9310842043661748,,
11,e,fine,9,F9,0.8148817761471486,0.7789360216081367,0.8212455727395228,,
11,e,fine,10,F10,0.8541097704460953,0.8302718384844185,0.877291671064266,,
11,e,fine,11,F11,0.7976083544333757,0.7713024659819101,0.8202209876638374,,
11,e,fine,12,F12,0.7089706751774663,0.6855701096383724,0.7303905030094374,,
11,e,fine,13,F13,0.6930805556310237,0.6748420970164409,0.73483772005555,,
11,e,fine,14,F14,0.6599626841354072,0.6422077776593486,0.6846682513508333,,
11,e,fine,15,F15,0.626517957134759,0.5751839679958453,0.644118266198748,,
11,e,fine,16,F16,0.5549924803232485,0.5287219292908387,0.5891866198269814,,
