layer,metric,role,band_index,band,estimate,ci_low,ci_high,bootstrap_sign_p
5,e,fine,7,F7,0.5287847542344397,0.5099405604300407,0.5650374167194155,
5,e,fine,8,F8,0.4160140566514537,0.38141752380970556,0.42826012012116826,
5,e,fine,9,F9,0.32338482255509143,0.30024246489386025,0.3451940735552962,
5,e,fine,10,F10,0.24674287011007265,0.22098651530765906,0.2577665738617782,
5,e,fine,11,F11,0.17856251406709697,0.1650482764530096,0.19384603692637337,
5,e,fine,12,F12,0.12070370973983273,0.10852997123272157,0.12886006124240898,
5,e,fine,13,F13,0.08016988293555964,0.07000870330165973,0.08679221992319235,
5,e,fine,14,F14,0.04352734736285415,0.037610667515365584,0.046512051534507555,
5,e,fine,15,F15,0.016961646728949155,0.014526169310859958,0.018534025182112647,
5,e,fine,16,F16,0.002364228097542009,0.0019331234304731993,0.002563306556324587,
5,e,fine_vs_coarse_log_ratio,1,F1,0.09287262980957725,0.035554301137451866,0.2257484059524008,0.19990004997501248
5,e,fine_vs_coarse_log_ratio,2,F2,-0.014005511044016695,-0.061799569825141266,0.048745893933209834,0.4217891054472764
5,e,fine_vs_coarse_log_ratio,3,F3,-0.029325230195113565,-0.14599326128826867,0.03162212738908171,0.8455772113943029
5,e,fine_vs_coarse_log_ratio,4,F4,-0.16123774084108347,-0.3158021101845191,-0.13003975603365445,0.03798100949525238
5,e,fine_vs_coarse_log_ratio,5,F5,-0.04507412403101732,-0.1546117423926772,0.024964659684917026,0.4237881059470265
5,e,fine_vs_coarse_log_ratio,6,F6,-0.10666662899643796,-0.2727717147337268,-0.03788386256241888,0.2848575712143928
5,e,fine_vs_coarse_log_ratio,7,F7,-0.061552366947820396,-0.17748763340018658,0.04737044299884875,0.26686656671664166
5,e,fine_vs_coarse_log_ratio,8,F8,-0.1492986827986726,-0.37789078703170953,-0.046932535881461956,0.23088455772113944
5,e,fine_vs_coarse_log_ratio,9,F9,-0.109024710392422,-0.2947809462862896,0.01274158582463561,0.27786106946526734
5,e,fine_vs_coarse_log_ratio,10,F10,-0.038666264870089326,-0.26594154180971824,0.07534386448601701,0.9365317341329336
5,e,fine_vs_coarse_log_ratio,11,F11,-0.0364602672894372,-0.24828803862716006,0.13662541119788693,0.7466266866566716
5,e,fine_vs_coarse_log_ratio,12,F12,-0.02740835383267206,-0.2531929541013396,0.1314421536135323,0.9235382308845578
5,e,fine_vs_coarse_log_ratio,13,F13,-0.057422468112108216,-0.3299623673048934,0.10485741411447441,0.7896051974012993
5,e,fine_vs_coarse_log_ratio,14,F14,-0.005699968188781895,-0.2830190154789303,0.13552101365889785,0.816591704147926
5,e,fine_vs_coarse_log_ratio,15,F15,-0.018453585879189407,-0.33437418487229204,0.15142789453662064,0.9435282358820589
5,e,fine_vs_coarse_log_ratio,16,F16,0.03782913918440115,-0.24819995285318514,0.1999905513603628,0.5237381309345327
5,q_enrichment,coarse,1,F1,0.1470416036644091,0.11823265626885242,0.17217200405481736,
5,q_enrichment,coarse,2,F2,0.24639524143660446,0.20735091013861565,0.28760701184864146,
5,q_enrichment,coarse,3,F3,0.3110694721660918,0.26936855719651787,0.36127440971891456,
5,q_enrichment,coarse,4,F4,0.39245944420332657,0.34983920189456663,0.46275833814370787,
5,q_enrichment,coarse,5,F5,0.4108582941865984,0.36478084745501155,0.467370923848125,
5,q_enrichment,coarse,6,F6,0.5018156347522633,0.46430469821897563,0.5441211016779337,
5,q_enrichment,coarse,7,F7,0.5561395171407705,0.5153824697658378,0.6047035078922688,
5,q_enrichment,coarse,8,F8,0.709246979666392,0.6700317217486088,0.7753809818145069,
5,q_enrichment,coarse,9,F9,0.8194629190948817,0.7841300306816399,0.8844964324230367,
5,q_enrichment,coarse,10,F10,0.9221715201494808,0.8747762755525244,0.9673632283252829,
5,q_enrichment,coarse,11,F11,1.095303609294719,1.0428829030316182,1.161241596954545,
5,q_enrichment,coarse,12,F12,1.301918744708843,1.2317665595557172,1.379183377418926,
5,q_enrichment,coarse,13,F13,1.783197256620128,1.688730789450092,1.9308542574407175,
5,q_enrichment,coarse,14,F14,2.168529942382838,2.0355555163735364,2.3256749129107477,
5,q_enrichment,coarse,15,F15,2.6910142971973734,2.5037321544161544,2.8878591022945828,
5,q_enrichment,coarse,16,F16,1.9433755233352796,1.7977473480899882,2.0421354395167772,
5,q_enrichment,fine,1,F1,0.160370151547676,0.14981244355346532,0.1918484375826838,
5,q_enrichment,fine,2,F2,0.24862494013704936,0.23659846620010375,0.2853418574483014,
5,q_enrichment,fine,3,F3,0.30852290419960665,0.2839326941751846,0.3338245774313201,
5,q_enrichment,fine,4,F4,0.34358506975380776,0.3181135999157065,0.3589508865443189,
5,q_enrichment,fine,5,F5,0.40412634764037236,0.38717215548028466,0.4454944311107672,
5,q_enrichment,fine,6,F6,0.4659787329994565,0.43640528561805286,0.4944531175719949,
5,q_enrichment,fine,7,F7,0.536667025562732,0.5227990845773582,0.5974240614471438,
5,q_enrichment,fine,8,F8,0.6336473946248192,0.5985061403673103,0.6618755971684731,
5,q_enrichment,fine,9,F9,0.7580027437063878,0.7444978232352893,0.8050700410082607,
5,q_enrichment,fine,10,F10,0.9196482080748014,0.8816231555793657,0.9494616737320132,
5,q_enrichment,fine,11,F11,1.0893205199148572,1.069515104573291,1.1648610899217606,
5,q_enrichment,fine,12,F12,1.3021126879723781,1.273453139208321,1.3387569465433191,
5,q_enrichment,fine,13,F13,1.7297483042512967,1.6831992522719526,1.7878424688532082,
5,q_enrichment,fine,14,F14,2.206541191578283,2.1313359662574474,2.258005508145257,
5,q_enrichment,fine,15,F15,2.7807939324705635,2.6501756933899463,2.885081579207898,
5,q_enrichment,fine,16,F16,2.1123098455659117,1.9437051388322866,2.201075333673067,
5,q_enrichment,fine_vs_coarse_log_ratio,1,F1,0.08676902564606837,-0.05052773762801949,0.40343350318105337,0.7336331834082959
5,q_enrichment,fine_vs_coarse_log_ratio,2,F2,0.009008577276600439,-0.12784980527197157,0.24530719239392734,0.7956021989005497
5,q_enrichment,fine_vs_coarse_log_ratio,3,F3,-0.00822018605527623,-0.16223324207319062,0.14245706572973102,0.9025487256371814
5,q_enrichment,fine_vs_coarse_log_ratio,4,F4,-0.13299846825186906,-0.3291829618362933,-0.023345348922877596,0.17191404297851073
5,q_enrichment,fine_vs_coarse_log_ratio,5,F5,-0.016520801292179685,-0.14592317515594688,0.15401993104233835,0.6486756621689156
5,q_enrichment,fine_vs_coarse_log_ratio,6,F6,-0.07409279504104287,-0.18974813560730114,0.022440937255207877,0.2698650674662669
5,q_enrichment,fine_vs_coarse_log_ratio,7,F7,-0.0356413548215799,-0.09980889847521965,0.10145334933708333,0.21489255372313842
5,q_enrichment,fine_vs_coarse_log_ratio,8,F8,-0.11271117536531004,-0.22439577528987087,-0.04818746395648857,0.04597701149425287
5,q_enrichment,fine_vs_coarse_log_ratio,9,F9,-0.0779621436525458,-0.13966754433804693,-0.0039055774028887713,0.015992003998001
5,q_enrichment,fine_vs_coarse_log_ratio,10,F10,-0.0027400223970951093,-0.06661863451590451,0.0543666053415266,0.9465267366316842
5,q_enrichment,fine_vs_coarse_log_ratio,11,F11,-0.00547746796247867,-0.04828217574350481,0.0790955585845376,0.4197901049475262
5,q_enrichment,fine_vs_coarse_log_ratio,12,F12,0.0001489561619416805,-0.05066017853253138,0.05396855991713524,0.9155422288855573
5,q_enrichment,fine_vs_coarse_log_ratio,13,F13,-0.030432055576388055,-0.11851272670212988,0.03631745520479081,0.4897551224387806
5,q_enrichment,fine_vs_coarse_log_ratio,14,F14,0.01737672576590507,-0.06553546598865766,0.08415628704943078,0.5287356321839081
5,q_enrichment,fine_vs_coarse_log_ratio,15,F15,0.03281828945106998,-0.05901936583694867,0.11386761324818942,0.39480259870064965
5,q_enrichment,fine_vs_coarse_log_ratio,16,F16,0.08335564068469833,-0.00350173056470951,0.1592573234964657,0.031984007996002
5,j_enrichment,coarse,1,F1,0.9197361295897127,0.7156225640733436,1.0723738877123155,
5,j_enrichment,coarse,2,F2,1.0243507422180749,0.8962463493470925,1.154516167444659,
5,j_enrichment,coarse,3,F3,0.9770661105583737,0.884399203841996,1.084516808324093,
5,j_enrichment,coarse,4,F4,1.0678151565000373,0.9858305324808309,1.220243051245058,
5,j_enrichment,coarse,5,F5,1.0240982964835657,0.9305695790455585,1.1302967130937296,
5,j_enrichment,coarse,6,F6,1.0317158530714743,0.9797571166536174,1.099576603236706,
5,j_enrichment,coarse,7,F7,1.072463004687765,1.0118758412096274,1.144026310908084,
5,j_enrichment,coarse,8,F8,1.088287972909106,1.0307017992025076,1.198546334207971,
5,j_enrichment,coarse,9,F9,1.090955724425879,1.0340597994691845,1.177165043062908,
5,j_enrichment,coarse,10,F10,0.9618478503838571,0.8992698320886167,1.0339077974270237,
5,j_enrichment,coarse,11,F11,1.0265456491646756,0.9453861239492237,1.1190488663316185,
5,j_enrichment,coarse,12,F12,0.9816241925008313,0.9004960361898863,1.067868315538779,
5,j_enrichment,coarse,13,F13,0.998882801008984,0.9082921026068906,1.120998553768678,
5,j_enrichment,coarse,14,F14,0.9277427896687915,0.8414428727791875,1.0377509740862274,
5,j_enrichment,coarse,15,F15,0.945640153122615,0.8397775567608805,1.1208554185401745,
5,j_enrichment,coarse,16,F16,0.8612275737062574,0.7642976939892145,0.9572973257219031,
5,j_enrichment,fine,1,F1,1.0837581143485187,1.0189735034353327,1.2303600288311327,
5,j_enrichment,fine,2,F2,1.0851089322683447,1.0503917669079386,1.188946772256996,
5,j_enrichment,fine,3,F3,0.9912080987909431,0.9384175357839276,1.041830904569391,
5,j_enrichment,fine,4,F4,0.9326183309235849,0.8739436901965694,0.9455420047099334,
5,j_enrichment,fine,5,F5,1.0367309374098037,1.0091541976755891,1.1005742216103829,
5,j_enrichment,fine,6,F6,0.9594787449137656,0.9125914436863862,0.9814952400646785,
5,j_enrichment,fine,7,F7,1.0824900358442864,1.0715903385942154,1.1582397604107753,
5,j_enrichment,fine,8,F8,0.9741966648642496,0.938557028380836,0.9917022826429281,
5,j_enrichment,fine,9,F9,1.0356686570418197,1.0198540767524409,1.081322813016888,
5,j_enrichment,fine,10,F10,0.9566076710326085,0.9064955309655254,0.9798244844511971,
5,j_enrichment,fine,11,F11,1.0533967888360127,1.0291716154869102,1.1213858802472514,
5,j_enrichment,fine,12,F12,1.0005564407499177,0.9647970556645462,1.0392494126043335,
5,j_enrichment,fine,13,F13,0.9827515487557106,0.9276505908920727,1.0315331871291307,
5,j_enrichment,fine,14,F14,0.9523856984314144,0.8896310011840471,0.9778366819353219,
5,j_enrichment,fine,15,F15,0.9609668423913013,0.8821090758245906,1.0213431859544846,
5,j_enrichment,fine,16,F16,0.9120764933977189,0.8147212719772414,0.9553555133408805,
5,j_enrichment,fine_vs_coarse_log_ratio,1,F1,0.16410320211460772,0.02682061726681456,0.45545562708220194,0.2938530734632684
5,j_enrichment,fine_vs_coarse_log_ratio,2,F2,0.05762139068935499,-0.05086119708629892,0.23320045537366352,0.7466266866566716
5,j_enrichment,fine_vs_coarse_log_ratio,3,F3,0.014370184324108255,-0.10374756734397665,0.12416489372831845,0.8365817091454273
5,j_enrichment,fine_vs_coarse_log_ratio,4,F4,-0.1353738902027657,-0.29279078572754547,-0.07794444724296362,0.08095952023988005
5,j_enrichment,fine_vs_coarse_log_ratio,5,F5,0.012259918432638102,-0.0854055334225779,0.133313758649499,0.9995002498750625
5,j_enrichment,fine_vs_coarse_log_ratio,6,F6,-0.07258840900856244,-0.1657513704893427,-0.022118720687815396,0.1889055472263868
5,j_enrichment,fine_vs_coarse_log_ratio,7,F7,0.009306099327894848,-0.03504061986939335,0.10850857349151069,0.750624687656172
5,j_enrichment,fine_vs_coarse_log_ratio,8,F8,-0.1107478754711535,-0.22502806977340956,-0.05537377528042725,0.05697151424287856
5,j_enrichment,fine_vs_coarse_log_ratio,9,F9,-0.052006859895534205,-0.12046209031819874,0.017250326200536528,0.14992503748125938
5,j_enrichment,fine_vs_coarse_log_ratio,10,F10,-0.005462928199156506,-0.0920003607959562,0.04960438846857813,0.7816091954022989
5,j_enrichment,fine_vs_coarse_log_ratio,11,F11,0.025820552502621292,-0.05208059651261351,0.13873268146541431,0.7996001999000499
5,j_enrichment,fine_vs_coarse_log_ratio,12,F12,0.019103025896320014,-0.07214190293838904,0.11126067647006951,0.672663668165917
5,j_enrichment,fine_vs_coarse_log_ratio,13,F13,-0.01628111521771859,-0.16226164632055906,0.0940816472726188,0.9115442278860569
5,j_enrichment,fine_vs_coarse_log_ratio,14,F14,0.026215570089933495,-0.10710806394988248,0.11261869130666838,0.46476761619190404
5,j_enrichment,fine_vs_coarse_log_ratio,15,F15,0.01607779627375021,-0.1664618851654379,0.1365938665714253,0.7176411794102948
5,j_enrichment,fine_vs_coarse_log_ratio,16,F16,0.05736507814585574,-0.11544572674413751,0.183548065111016,0.3218390804597701
6,b,coarse,1,F1,0.0006792341591790318,0.0005011574282883782,0.0009349213772452033,
6,b,coarse,2,F2,0.0002555569226387888,0.00018886309565746128,0.0003419435916981472,
6,b,coarse,3,F3,0.00015494399121962488,0.00011477062371443486,0.00020579495704501906,
6,b,coarse,4,F4,0.00010399891471024603,7.529466464363383e-05,0.00014460076256556014,
6,b,coarse,5,F5,6.742017285432667e-05,5.07832874104649e-05,9.14238572421442e-05,
6,b,coarse,6,F6,5.128104021423496e-05,3.6948195251655494e-05,7.223698408405568e-05,
6,b,coarse,7,F7,3.309691965114325e-05,2.4597431030191193e-05,4.4470608981483215e-05,
6,b,coarse,8,F8,2.2855489078210667e-05,1.6667152442775883e-05,3.067548490815657e-05,
6,b,coarse,9,F9,1.6532776498934254e-05,1.2051073864998359e-05,2.2619237380871492e-05,
6,b,coarse,10,F10,1.0600813766359352e-05,7.699301139629572e-06,1.4205855489751236e-05,
6,b,coarse,11,F11,7.2632060437172186e-06,5.23283560576409e-06,1.0137235063997646e-05,
6,b,coarse,12,F12,3.961600214097416e-06,2.8052077444211045e-06,5.375653863348052e-06,
6,b,coarse,13,F13,2.3163265723269433e-06,1.6776408656443824e-06,3.066853719727496e-06,
6,b,coarse,14,F14,8.943954981077695e-07,6.486083658703239e-07,1.0913728053472733e-06,
6,b,coarse,15,F15,2.6122592089450336e-07,1.7869501045395366e-07,3.43382819639429e-07,
6,b,coarse,16,F16,2.2704432112163886e-08,1.516838265755261e-08,2.591218028916095e-08,
6,b,fine,1,F1,0.0006121874321252108,0.0004050990177853078,0.0005542868382911567,
6,b,fine,2,F2,0.00024155383289325982,0.00015717694506574975,0.00021708313891604918,
6,b,fine,3,F3,0.0001481425715610385,9.941234136929397e-05,0.0001350388526325076,
6,b,fine,4,F4,9.384006261825562e-05,6.305992124969714e-05,8.684343083544238e-05,
6,b,fine,5,F5,6.065917114028707e-05,3.9467506545176105e-05,5.407066071877989e-05,
6,b,fine,6,F6,4.476006870390847e-05,2.940053921396007e-05,3.9985959317825214e-05,
6,b,fine,7,F7,3.082226976403035e-05,2.0096643659671283e-05,2.7487498146051653e-05,
6,b,fine,8,F8,2.2141299268696457e-05,1.3786100471925437e-05,1.870619548227921e-05,
6,b,fine,9,F9,1.6224412320298143e-05,1.0633223525242406e-05,1.4046213826832763e-05,
6,b,fine,10,F10,1.0831291547219735e-05,6.929284037696814e-06,9.242346737141693e-06,
6,b,fine,11,F11,7.343691322603263e-06,4.809388971336096e-06,6.394901178360576e-06,
6,b,fine,12,F12,4.290712240617722e-06,2.743607238178028e-06,3.608712304177918e-06,
6,b,fine,13,F13,2.5442914193263277e-06,1.599410649099087e-06,2.107982299923012e-06,
6,b,fine,14,F14,1.0941337222902803e-06,6.724938259094694e-07,8.688422774921766e-07,
6,b,fine,15,F15,3.1826141366764205e-07,2.0020111131077346e-07,2.577561527043464e-07,
6,b,fine,16,F16,3.5603029857611546e-08,2.131701218188553e-08,2.6896590307505267e-08,
6,b,fine_vs_coarse_log_ratio,1,F1,-0.1039274297215178,-0.721040364274602,-0.016922762102219047,0.42778610694652675
6,b,fine_vs_coarse_log_ratio,2,F2,-0.05635281523998057,-0.6502526297558773,0.02784718230039558,0.2818590704647676
6,b,fine_vs_coarse_log_ratio,3,F3,-0.044888573221304684,-0.6085699011109935,0.06054229182621884,0.29685157421289354
6,b,fine_vs_coarse_log_ratio,4,F4,-0.10278859197605775,-0.7054498233239717,0.026761202302202775,0.495752123938031
6,b,fine_vs_coarse_log_ratio,5,F5,-0.1056734355032971,-0.7140587886514339,-0.04157182344564869,0.37681159420289856
6,b,fine_vs_coarse_log_ratio,6,F6,-0.13600467901324428,-0.7610942570879307,-0.04165547581335638,0.5107446276861569
6,b,fine_vs_coarse_log_ratio,7,F7,-0.07120274315785381,-0.6620467313449926,-0.006887790836920038,0.2988505747126437
6,b,fine_vs_coarse_log_ratio,8,F8,-0.03174670095103348,-0.6388827137435018,-0.002065660668000499,0.12693653173413294
6,b,fine_vs_coarse_log_ratio,9,F9,-0.01882782369026375,-0.6221835226340311,0.04682555032397462,0.17491254372813594
6,b,fine_vs_coarse_log_ratio,10,F10,0.021508541757480466,-0.5788411979233231,0.07409423402482804,0.08095952023988005
6,b,fine_vs_coarse_log_ratio,11,F11,0.011020286022678735,-0.59484953617599,0.09742247495646456,0.13493253373313344
6,b,fine_vs_coarse_log_ratio,12,F12,0.07980470450231944,-0.5301367150121208,0.14492556608413898,0.04097951024487756
6,b,fine_vs_coarse_log_ratio,13,F13,0.09386963371950445,-0.5170189470073929,0.12831314758829382,0.020989505247376312
6,b,fine_vs_coarse_log_ratio,14,F14,0.20157013898637038,-0.3774877118705584,0.20468969646986698,0.0009995002498750624
6,b,fine_vs_coarse_log_ratio,15,F15,0.19748747042984363,-0.4231133688508108,0.26329864372679956,0.0029985007496251873
6,b,fine_vs_coarse_log_ratio,16,F16,0.44987058993536244,-0.09477755764246543,0.4815440540513623,0.0009995002498750624
6,q,coarse,1,F1,0.008183668585146242,0.006003208999369503,0.011225843847238754,
6,q,coarse,2,F2,0.012675692541699764,0.009411660228002479,0.01681036465456619,
6,q,coarse,3,F3,0.015870898691245028,0.011763506189815965,0.020910031642550033,
6,q,coarse,4,F4,0.019109081435339098,0.013887647917985833,0.026562802754472238,
6,q,coarse,5,F5,0.020430027021997595,0.015320043088690874,0.02779686608647029,
6,q,coarse,6,F6,0.024480461567830757,0.0176318717054514,0.03460123366412868,
6,q,coarse,7,F7,0.024857698984151147,0.018434495908273188,0.03355407949275249,
6,q,coarse,8,F8,0.026125815737542156,0.019060527910680813,0.03477705977874016,
6,q,coarse,9,F9,0.029676405339801697,0.021680190458808042,0.0405024828243211,
6,q,coarse,10,F10,0.03027953657878251,0.021923710216937356,0.04065996806840177,
6,q,coarse,11,F11,0.03444739288911937,0.02465151086069465,0.04795874377731291,
6,q,coarse,12,F12,0.03371659528932705,0.023899737803772535,0.04585826635396852,
6,q,coarse,13,F13,0.037766055117565395,0.02717786779878898,0.04985194165576098,
6,q,coarse,14,F14,0.03502003945025997,0.02538503028648712,0.04256435562817357,
6,q,coarse,15,F15,0.037803305500547,0.02580920474200815,0.049345458431623176,
6,q,coarse,16,F16,0.0133001643447308,0.008897870213237466,0.015104543834165774,
6,q,fine,1,F1,0.00741512718243934,0.004880230255449454,0.006688718213032954,
6,q,fine,2,F2,0.012036124618752293,0.007853111979667947,0.010829281761088914,
6,q,fine,3,F3,0.015335162350604992,0.01025967098288826,0.013891531809958231,
6,q,fine,4,F4,0.017230675171564833,0.01160688356137792,0.015958978039546257,
6,q,fine,5,F5,0.018443931515855327,0.012005314715620084,0.016451000261812263,
6,q,fine,6,F6,0.021540148781067067,0.014152604939903243,0.019211520167289182,
6,q,fine,7,F7,0.023056313345719108,0.015009803404612084,0.02062933603789412,
6,q,fine,8,F8,0.025395558185073525,0.0157134311436446,0.021317858318030597,
6,q,fine,9,F9,0.029218185992860492,0.01913171219520714,0.025356082651271546,
6,q,fine,10,F10,0.030927440478783423,0.01970268976015624,0.026314026557632583,
6,q,fine,11,F11,0.03498165281221373,0.022951750105131088,0.03050497728234286,
6,q,fine,12,F12,0.036274877365244526,0.023433620188852516,0.030715529894420633,
6,q,fine,13,F13,0.042153654046311786,0.02650694495351948,0.034787162242523165,
6,q,fine,14,F14,0.04332779611713125,0.026923216268880914,0.034764177267788375,
6,q,fine,15,F15,0.04643887557773255,0.029417072969582767,0.037765315764236244,
6,q,fine,16,F16,0.02084474164134303,0.01243102223630936,0.01568280660898465,
6,q,fine_vs_coarse_log_ratio,1,F1,-0.09861840487698591,-0.6949919225465732,-0.019454062279356754,0.383808095952024
6,q,fine_vs_coarse_log_ratio,2,F2,-0.0517736738343083,-0.6448765345006187,0.03108973170986777,0.271864067966017
6,q,fine_vs_coarse_log_ratio,3,F3,-0.03433877680045642,-0.593944993803312,0.07084784542846882,0.271864067966017
6,q,fine_vs_coarse_log_ratio,4,F4,-0.10347245428688713,-0.702909058381438,0.02344088617126422,0.49775112443778113
6,q,fine_vs_coarse_log_ratio,5,F5,-0.10227033023899093,-0.7097116352709398,-0.03424526786476259,0.367816091954023
6,q,fine_vs_coarse_log_ratio,6,F6,-0.12795673345800512,-0.7548873880409277,-0.03411572629630405,0.48875562218890556
6,q,fine_vs_coarse_log_ratio,7,F7,-0.07522789303308008,-0.6691083046421754,-0.006071654452234371,0.31384307846076964
6,q,fine_vs_coarse_log_ratio,8,F8,-0.028349650072291,-0.6404662795266106,-0.0009613646130689352,0.11094452773613193
6,q,fine_vs_coarse_log_ratio,9,F9,-0.015560973691704333,-0.6143383604224215,0.05683963225778478,0.1729135432283858
6,q,fine_vs_coarse_log_ratio,10,F10,0.02117170729230121,-0.5848599094484743,0.07161014187803692,0.07796101949025487
6,q,fine_vs_coarse_log_ratio,11,F11,0.01539040219423215,-0.5913614461635747,0.1032241601613092,0.13493253373313344
6,q,fine_vs_coarse_log_ratio,12,F12,0.07313526009988672,-0.5366399665418571,0.14267952681397056,0.047976011994003
6,q,fine_vs_coarse_log_ratio,13,F13,0.10991068577286699,-0.5040650619481607,0.15504176529612318,0.01699150424787606
6,q,fine_vs_coarse_log_ratio,14,F14,0.2128739183466748,-0.35739917769943275,0.22783263156245295,0.0009995002498750624
6,q,fine_vs_coarse_log_ratio,15,F15,0.20574039826408824,-0.4116209392864487,0.2747170591123339,0.0029985007496251873
6,q,fine_vs_coarse_log_ratio,16,F16,0.449325325083169,-0.09644597757923268,0.4705355024141541,0.0009995002498750624
6,j,coarse,1,F1,0.4195658564567566,0.28971535084412464,0.54681325666145,
6,j,coarse,2,F2,0.39114466309547424,0.26989671016953687,0.49336499829187114,
6,j,coarse,3,F3,0.4070912003517151,0.2808066129408298,0.5068481525430579,
6,j,coarse,4,F4,0.43552982807159424,0.2958737195026479,0.5701904373591543,
6,j,coarse,5,F5,0.410263329744339,0.28748364638997814,0.5253804767049257,
6,j,coarse,6,F6,0.42661529779434204,0.28942063829334985,0.5599273075864907,
6,j,coarse,7,F7,0.3970130383968353,0.277414688049385,0.49838608821202535,
6,j,coarse,8,F8,0.34674960374832153,0.23777116770382897,0.42923400270572126,
6,j,coarse,9,F9,0.36620673537254333,0.25091683423958483,0.46705913592105514,
6,j,coarse,10,F10,0.34013161063194275,0.23325976173171278,0.4259491849028512,
6,j,coarse,11,F11,0.35829830169677734,0.24256355691690798,0.46388379362820337,
6,j,coarse,12,F12,0.3146009147167206,0.2100651117525114,0.39532323289610477,
6,j,coarse,13,F13,0.30096352100372314,0.2040787814308483,0.3707192352261281,
6,j,coarse,14,F14,0.2552880048751831,0.17170543177873615,0.2946983431555249,
6,j,coarse,15,F15,0.2652689516544342,0.17251450116223685,0.3282553938179636,
6,j,coarse,16,F16,0.1853681355714798,0.1160924829705231,0.20309906636352495,
6,j,fine,1,F1,0.4446266293525696,0.20971663868649554,0.3206486154726067,
6,j,fine,2,F2,0.42973002791404724,0.19940262039612372,0.308086582619187,
6,j,fine,3,F3,0.4647005796432495,0.22239500952189273,0.3365501146798444,
6,j,fine,4,F4,0.4716688096523285,0.22626322411428887,0.34570426890353184,
6,j,fine,5,F5,0.42870011925697327,0.19942106256493985,0.30390682437516237,
6,j,fine,6,F6,0.43437838554382324,0.2030017019567623,0.30651920744013134,
6,j,fine,7,F7,0.4297569692134857,0.2006867904570884,0.3000833542140907,
6,j,fine,8,F8,0.37333500385284424,0.16566034511929567,0.24943457900483956,
6,j,fine,9,F9,0.41194263100624084,0.19305299446990484,0.28024862697800096,
6,j,fine,10,F10,0.3921452760696411,0.17933133356692188,0.26437293140911927,
6,j,fine,11,F11,0.4168703854084015,0.19435888665663106,0.28776367481752385,
6,j,fine,12,F12,0.3810771107673645,0.17355710115939857,0.2517199294110147,
6,j,fine,13,F13,0.3648878335952759,0.1625324702674464,0.23949577199334107,
6,j,fine,14,F14,0.33677732944488525,0.1458006017748824,0.21290929332797465,
6,j,fine,15,F15,0.3533586859703064,0.15744758538843867,0.22581436252565426,
6,j,fine,16,F16,0.30515941977500916,0.12841363060225544,0.18274145594863023,
6,j,fine_vs_coarse_log_ratio,1,F1,0.0580143932525577,-0.8339994531246769,-0.0200221890890077,0.0079960019990005
6,j,fine_vs_coarse_log_ratio,2,F2,0.0940796955517493,-0.7713865138212654,0.006241995984836046,0.0029985007496251873
6,j,fine_vs_coarse_log_ratio,3,F3,0.13235604361073913,-0.6997991516429416,0.07324972778437705,0.004997501249375313
6,j,fine_vs_coarse_log_ratio,4,F4,0.07971377933068419,-0.8168532974800259,0.04457478538156176,0.013993003498250875
6,j,fine_vs_coarse_log_ratio,5,F5,0.04395843058484422,-0.8405813429142278,-0.05280650570779513,0.005997001499250375
6,j,fine_vs_coarse_log_ratio,6,F6,0.018033345143518738,-0.8699108616848135,-0.058199265711951,0.013993003498250875
6,j,fine_vs_coarse_log_ratio,7,F7,0.07925073857581741,-0.7842774991502095,-0.025075812636240813,0.004997501249375313
6,j,fine_vs_coarse_log_ratio,8,F8,0.07387323378155045,-0.797779565143709,-0.07418165363443063,0.0009995002498750624
6,j,fine_vs_coarse_log_ratio,9,F9,0.11768606984565387,-0.7523429327671923,0.009576611336895746,0.0009995002498750624
6,j,fine_vs_coarse_log_ratio,10,F10,0.14229974054878083,-0.7197699758755876,0.006258815265869189,0.0009995002498750624
6,j,fine_vs_coarse_log_ratio,11,F11,0.15140946271562641,-0.7181422253475593,0.0593097096282931,0.0009995002498750624
6,j,fine_vs_coarse_log_ratio,12,F12,0.19169684693934888,-0.6767153572892062,0.07172809803039132,0.0009995002498750624
6,j,fine_vs_coarse_log_ratio,13,F13,0.19260093641035575,-0.668870412343383,0.05170422676620884,0.0009995002498750624
6,j,fine_vs_coarse_log_ratio,14,F14,0.27702962976392237,-0.5701262283934491,0.09464032431036534,0.0009995002498750624
6,j,fine_vs_coarse_log_ratio,15,F15,0.2867394253951829,-0.5852085153514434,0.16575679987785102,0.0009995002498750624
6,j,fine_vs_coarse_log_ratio,16,F16,0.49849055802647824,-0.303098780520078,0.3326904412138887,0.0009995002498750624
6,e,coarse,1,F1,7.706306999726099,7.293659356616316,8.170716499992434,
6,e,coarse,2,F2,2.8994420777366514,2.68607534801298,3.1029995236801002,
6,e,coarse,3,F3,1.7579297919063712,1.6369462946792168,1.8762276081959297,
6,e,coarse,4,F4,1.1799282376554354,1.0829028130423217,1.320396201953845,
6,e,coarse,5,F5,0.7649211144180631,0.7125950249090275,0.8225217329639741,
6,e,coarse,6,F6,0.5818132580873798,0.5356960668471019,0.6507782453034019,
6,e,coarse,7,F7,0.37550382313700803,0.34985148847155784,0.3967085604411794,
6,e,coarse,8,F8,0.2593088305194523,0.23280267024939857,0.27702070277006213,
6,e,coarse,9,F9,0.18757397509665363,0.1703048264689419,0.20269771255025879,
6,e,coarse,10,F10,0.12027240418713286,0.10929925066479103,0.12717947987397907,
