dim,seed,sharing,objective,step,pattern,is_tail,raw_grad_norm,raw_common_abs,raw_residual_norm,effective_weight,weighted_grad_norm,weighted_common_abs,weighted_residual_norm,cosine_with_high_gradient,high_macro_grad_norm
8,0,shared,zipf_raw,0,the_sun,0,0.986587405204773,0.8303974866867065,0.5327238440513611,0.4000000059604645,0.3946349620819092,0.33215901255607605,0.21308954060077667,0.8416866660118103,0.7440869808197021
8,0,shared,zipf_raw,0,the_moon,0,0.8464422225952148,0.6577763557434082,0.5327238440513611,0.4000000059604645,0.33857688307762146,0.26311054825782776,0.21308954060077667,0.7771072387695312,0.7440869808197021
8,0,shared,zipf_raw,0,a_moon_cake,1,0.4571228623390198,0.07591059803962708,0.4507758915424347,0.06666667014360428,0.030474858358502388,0.005060706753283739,0.03005172684788704,0.16606169939041138,0.7440869808197021
8,0,shared,zipf_raw,0,a_banana_cake,1,0.6148694157600403,0.02746526524424553,0.6142557263374329,0.06666667014360428,0.040991295129060745,0.0018310177838429809,0.040950383991003036,0.04466845095157623,0.7440869808197021
8,0,shared,zipf_raw,0,a_fruit_cake,1,0.5301352739334106,0.005115216597914696,0.5301105976104736,0.06666667014360428,0.03534235432744026,0.00034101447090506554,0.03534070774912834,0.009648889303207397,0.7440869808197021
8,0,shared,zipf_raw,10,the_sun,0,2.4950790405273438,1.0952810049057007,2.2418248653411865,0.4000000059604645,0.9980316162109375,0.43811240792274475,0.8967299461364746,0.4389764666557312,0.8275416493415833
8,0,shared,zipf_raw,10,the_moon,0,2.310661554336548,0.5598018765449524,2.2418248653411865,0.4000000059604645,0.9242646098136902,0.22392074763774872,0.8967299461364746,0.2422690987586975,0.8275416493415833
8,0,shared,zipf_raw,10,a_moon_cake,1,4.892536640167236,1.8759900331497192,4.518581390380859,0.06666667014360428,0.32616913318634033,0.12506601214408875,0.3012387752532959,-0.3834391236305237,0.8275416493415833
8,0,shared,zipf_raw,10,a_banana_cake,1,1.513595461845398,0.02549155429005623,1.5133808851242065,0.06666667014360428,0.1009063720703125,0.0016994370380416512,0.1008920669555664,0.016841722652316093,0.8275416493415833
8,0,shared,zipf_raw,10,a_fruit_cake,1,1.4942121505737305,0.010917473584413528,1.4941720962524414,0.06666667014360428,0.09961415082216263,0.000727831618860364,0.09961147606372833,0.007306508254259825,0.8275416493415833
8,0,shared,zipf_raw,20,the_sun,0,4.004155158996582,3.789534568786621,1.2933233976364136,0.4000000059604645,1.601662039756775,1.5158138275146484,0.5173293948173523,0.94640052318573,0.3939560353755951
8,0,shared,zipf_raw,20,the_moon,0,3.268397808074951,3.0016226768493652,1.2933233976364136,0.4000000059604645,1.3073590993881226,1.2006491422653198,0.5173293948173523,-0.9183773994445801,0.3939560353755951
8,0,shared,zipf_raw,20,a_moon_cake,1,3.561022996902466,0.311575323343277,3.547365665435791,0.06666667014360428,0.23740154504776,0.02077168971300125,0.23649105429649353,0.08749601244926453,0.3939560353755951
8,0,shared,zipf_raw,20,a_banana_cake,1,1.5303187370300293,0.06674523651599884,1.5288623571395874,0.06666667014360428,0.10202125459909439,0.004449682775884867,0.10192416608333588,0.043615251779556274,0.3939560353755951
8,0,shared,zipf_raw,20,a_fruit_cake,1,1.2911298274993896,0.055804915726184845,1.2899231910705566,0.06666667014360428,0.0860753282904625,0.003720327978953719,0.08599488437175751,0.043221767991781235,0.3939560353755951
8,0,shared,zipf_raw,30,the_sun,0,6.063165187835693,4.5084123611450195,4.054157733917236,0.4000000059604645,2.4252660274505615,1.8033649921417236,1.6216630935668945,0.7435740828514099,0.062881238758564
8,0,shared,zipf_raw,30,the_moon,0,5.97024393081665,4.382649898529053,4.054157733917236,0.4000000059604645,2.3880975246429443,1.753059983253479,1.6216630935668945,-0.7340822219848633,0.062881238758564
8,0,shared,zipf_raw,30,a_moon_cake,1,3.0809497833251953,0.2403711974620819,3.0715584754943848,0.06666667014360428,0.20539666712284088,0.016024747863411903,0.20477057993412018,-0.07801853865385056,0.062881238758564
8,0,shared,zipf_raw,30,a_banana_cake,1,0.9594259262084961,0.09286034107208252,0.9549214839935303,0.06666667014360428,0.06396172940731049,0.006190689746290445,0.06366143375635147,0.09678740054368973,0.062881238758564
8,0,shared,zipf_raw,30,a_fruit_cake,1,0.7886691689491272,0.058276377618312836,0.7865132093429565,0.06666667014360428,0.052577946335077286,0.003885091980919242,0.05243421718478203,0.07389204204082489,0.062881238758564
8,0,shared,zipf_raw,40,the_sun,0,10.555259704589844,10.549989700317383,0.3334940969944,0.4000000059604645,4.222104072570801,4.219995975494385,0.13339763879776,0.9995007514953613,1.0794470310211182
8,0,shared,zipf_raw,40,the_moon,0,8.397720336914062,8.391095161437988,0.33349406719207764,0.4000000059604645,3.359088182449341,3.356438159942627,0.13339762389659882,-0.9992110729217529,1.0794470310211182
8,0,shared,zipf_raw,40,a_moon_cake,1,4.780928134918213,0.015288211405277252,4.780903339385986,0.06666667014360428,0.31872856616973877,0.0010192141635343432,0.31872689723968506,0.003197749610990286,1.0794470310211182
8,0,shared,zipf_raw,40,a_banana_cake,1,2.2918434143066406,0.09761910140514374,2.2897632122039795,0.06666667014360428,0.15278956294059753,0.006507940590381622,0.1526508927345276,0.04259414225816727,1.0794470310211182
8,0,shared,zipf_raw,40,a_fruit_cake,1,1.9875274896621704,0.10627321153879166,1.9846843481063843,0.06666667014360428,0.13250184059143066,0.007084880955517292,0.13231229782104492,0.05347006022930145,1.0794470310211182
