dim,seed,sharing,objective,step,objective_loss,macro_loss,the_bayes_gap,a_bayes_gap,cake_loss,cake_accuracy,tail_common_energy_fraction,tail_contrast_common_energy_fraction,common_only_cake_loss,residual_only_cake_loss,rep_macro_top1_energy,rep_macro_effective_rank,rep_weighted_top1_energy,rep_weighted_effective_rank,embedding_raw_top1_energy,embedding_raw_effective_rank,embedding_centered_top1_energy,embedding_centered_effective_rank,Bqk_top1_energy,Bqk_effective_rank,Bvo_top1_energy,Bvo_effective_rank,loss_the_sun,loss_the_moon,loss_a_moon_cake,loss_a_banana_cake,loss_a_fruit_cake,cos_cake_moon_tail,cos_cake_moon_high,cos_cake_banana,cos_cake_fruit,cos_cake_sun,cos_cake_the,cos_cake_a,cos_moon_high_the,cos_moon_tail_a,cos_context_highmoon_tailmoon,cos_context_cake_moon_banana,cos_context_cake_moon_fruit
8,0,shared,zipf_raw,0,2.0237107276916504,1.9988439083099365,1.342996597290039,0.9164307117462158,1.9329122304916382,0.0,0.24202968180179596,0.37357810139656067,1.9477425813674927,1.931355357170105,0.4384511411190033,3.6268649101257324,0.647199273109436,2.5689821243286133,0.3553566336631775,4.249512195587158,0.4446103572845459,3.7614424228668213,0.237351655960083,7.097785472869873,0.2523808777332306,7.035414218902588,2.1031031608581543,1.969184398651123,1.943403959274292,2.0233099460601807,1.955219030380249,0.2587360441684723,0.2587360441684723,0.42504942417144775,0.49257922172546387,0.1086888313293457,0.18591934442520142,-0.09349510073661804,0.037053339183330536,0.38558608293533325,0.9786986112594604,-0.183942973613739,0.3663383424282074
8,0,shared,zipf_raw,10,1.2458701133728027,1.695537805557251,0.32788920402526855,1.1992661952972412,1.9925317764282227,0.0,0.9177220463752747,0.97337406873703,2.1201424598693848,1.7494277954101562,0.9885886907577515,1.0781611204147339,0.9937354326248169,1.0447906255722046,0.8339181542396545,1.8460758924484253,0.9075676798820496,1.5107287168502808,0.7373169660568237,2.5838100910186768,0.6863834857940674,3.067502021789551,1.08590567111969,0.9561671018600464,3.7961604595184326,1.3424851894378662,1.2969696521759033,-0.5534006357192993,-0.5534006357192993,0.8911770582199097,0.8982011079788208,-0.6371519565582275,-0.6959729194641113,0.6666950583457947,0.9550299644470215,-0.6357776522636414,0.9572219848632812,-0.8493882417678833,-0.8012890815734863
8,0,shared,zipf_raw,20,0.9665378332138062,1.4527504444122314,0.030284345149993896,0.9078657627105713,1.8714479207992554,0.6666666865348816,0.8464263081550598,0.9642090797424316,2.2978618144989014,1.125838279724121,0.9787159562110901,1.125230073928833,0.987570583820343,1.0747302770614624,0.751777708530426,2.1906466484069824,0.8470126986503601,1.8011813163757324,0.6874102354049683,2.582568407058716,0.7579793930053711,2.2578647136688232,0.818797767162323,0.628065288066864,3.907170295715332,1.0086716413497925,0.9010470509529114,-0.39844173192977905,-0.39844173192977905,0.8946584463119507,0.8743748664855957,-0.7685676217079163,-0.41346830129623413,0.13845030963420868,0.7677060961723328,-0.27417847514152527,0.985703706741333,-0.8039989471435547,-0.7449978590011597
8,0,shared,zipf_raw,30,0.7872093915939331,0.9665404558181763,0.0043967366218566895,0.8109468221664429,0.3821835517883301,1.0,0.5637609362602234,0.7573257684707642,1.2793335914611816,0.3017309904098511,0.9699101448059082,1.1621278524398804,0.9820513129234314,1.0995742082595825,0.6157735586166382,2.724181890487671,0.7589471340179443,2.2339839935302734,0.602189838886261,2.3722167015075684,0.7485953569412231,2.0933971405029297,0.7021930813789368,0.6928947567939758,1.8039637804031372,0.886461079120636,0.7471892237663269,0.07972434163093567,0.07972434163093567,0.9194417595863342,0.848456859588623,-0.6269437074661255,-0.23151639103889465,-0.17367029190063477,0.4359795153141022,0.3805916905403137,0.6713846921920776,0.20404796302318573,0.2568087577819824
8,0,shared,zipf_raw,40,0.7163025736808777,0.7429657578468323,0.009823858737945557,0.3734368085861206,0.06720877438783646,1.0,0.38328421115875244,0.7354722619056702,2.0947906970977783,0.045299727469682693,0.9625486135482788,1.1884222030639648,0.9867299199104309,1.0795851945877075,0.6094944477081299,2.832503080368042,0.7328809499740601,2.347123384475708,0.6274520754814148,2.2372055053710938,0.7051048278808594,2.1327548027038574,0.8168945908546448,0.5890474915504456,0.694414496421814,0.8754026293754578,0.7390695810317993,0.4310622215270996,0.4310622215270996,0.9070808291435242,0.790908932685852,-0.5354940295219421,-0.14570657908916473,-0.29126644134521484,0.20865973830223083,0.47194918990135193,0.9917963743209839,0.4137573838233948,0.43744853138923645
8,0,shared,zipf_raw,50,0.6824961304664612,0.6284897923469543,0.016352057456970215,0.04913008213043213,0.0012246144469827414,1.0,0.8994170427322388,0.7482016682624817,0.0004941195365972817,2.2408037185668945,0.9622641205787659,1.1875500679016113,0.9769570231437683,1.1270956993103027,0.6256347298622131,2.879838466644287,0.7072696089744568,2.427626371383667,0.5306473970413208,2.3010411262512207,0.6707080006599426,2.23585844039917,0.8655561208724976,0.5534423589706421,0.733246922492981,0.44037845730781555,0.549825131893158,0.5165404677391052,0.5165404677391052,0.775261640548706,0.6784617304801941,-0.53883296251297,-0.07277423143386841,-0.4554060697555542,0.07579506188631058,0.28377407789230347,0.9999746680259705,0.8805441856384277,0.8834842443466187
8,0,shared,zipf_raw,60,0.6672483682632446,0.6119674444198608,0.001741647720336914,0.014040589332580566,0.0007200957625173032,1.0,0.9033380150794983,0.7824572324752808,8.705122309038416e-05,3.328963041305542,0.971703290939331,1.1508545875549316,0.9805904030799866,1.1120437383651733,0.6221157312393188,2.918997287750244,0.6857311725616455,2.4848146438598633,0.5171751976013184,2.287290096282959,0.6667253971099854,2.2576117515563965,0.6993124485015869,0.6904652118682861,0.6502829790115356,0.49943697452545166,0.5203396677970886,0.506666898727417,0.506666898727417,0.7106155157089233,0.6005680561065674,-0.5299625396728516,-0.03644871711730957,-0.4643888771533966,0.02671649307012558,0.2157912254333496,0.9999980330467224,0.9051464200019836,0.9077281355857849
8,0,shared,zipf_raw,70,0.6659623980522156,0.6085631847381592,0.0015147924423217773,0.0033791065216064453,0.0003365605662111193,1.0,0.9012138843536377,0.7956534028053284,5.0501188525231555e-05,3.4391469955444336,0.9737684726715088,1.1432032585144043,0.9812918305397034,1.1095243692398071,0.6173616647720337,2.952946662902832,0.6737337112426758,2.5228495597839355,0.5210750699043274,2.278381109237671,0.6717528700828552,2.2566142082214355,0.6544779539108276,0.7348459959030151,0.5770987272262573,0.5229918956756592,0.5534013509750366,0.49522992968559265,0.49522992968559265,0.6815692782402039,0.5736215710639954,-0.5229505896568298,-0.021973133087158203,-0.42441245913505554,0.007917620241641998,0.2081044465303421,0.9999994039535522,0.9102479219436646,0.9131318926811218
8,0,shared,zipf_raw,80,0.6650248765945435,0.6079276204109192,0.00042629241943359375,0.002863764762878418,0.00018464529421180487,1.0,0.8994782567024231,0.7987543344497681,4.183984128758311e-05,3.3111732006073,0.9740856885910034,1.1423420906066895,0.9813777208328247,1.1094223260879517,0.6139487624168396,2.975790500640869,0.6671208143234253,2.547257423400879,0.5234671831130981,2.2746341228485107,0.6763165593147278,2.2525250911712646,0.6840968132019043,0.7030501365661621,0.5239906907081604,0.5425826907157898,0.5859176516532898,0.4881671369075775,0.4881671369075775,0.6684767007827759,0.5637490749359131,-0.5195205807685852,-0.015827685594558716,-0.3938429653644562,0.0008736029267311096,0.20988953113555908,0.9999998211860657,0.9108489751815796,0.9140962362289429
8,0,shared,zipf_raw,90,0.6650798320770264,0.6076740026473999,0.0006355643272399902,0.001797795295715332,0.00012602091010194272,1.0,0.8979527950286865,0.8025124073028564,3.8343456253642216e-05,3.212207078933716,0.9741650223731995,1.1422216892242432,0.9814391732215881,1.1092079877853394,0.6120316982269287,2.988495111465454,0.6633508801460266,2.561426877975464,0.5244539976119995,2.273184299468994,0.6789019703865051,2.2502939701080322,0.7211212515830994,0.6664442420005798,0.5305742025375366,0.5442063212394714,0.5760236978530884,0.4840143322944641,0.4840143322944641,0.6616998910903931,0.5589650869369507,-0.5181400179862976,-0.013314962387084961,-0.37381622195243835,-0.0020011216402053833,0.21381504833698273,0.9999997615814209,0.9105529189109802,0.9141345620155334
