active_experts,checkpoint,common_rare_NMI,condition,effective_experts,eval_count,experiment_id,feature_NMI,joint_feature_score,load_imbalance,loss,map_feature_0_expert,map_feature_1_expert,map_feature_2_expert,map_feature_3_expert,margin_mean,margin_p05,max_load,min_load,rare_collision_rate,rare_dominant_experts,rare_eval_count,rare_feature_NMI,rare_feature_purity_mean,rare_margin_mean,rare_margin_p05,rare_positive_margin_frac,rare_sign_flip_rate,seed,slot_len,slot_start_NMI,target_accuracy
4,0,0.3555250036168713,random_raw,3.8563382625579834,2048,A06_24_synthetic_common_rare_transformer_moe,0.732411890783616,0.29951214074659455,0.412109375,4.1037278175354,3,1,2,0,0.23761999607086182,-0.0694943368434906,0.30859375,0.14697265625,0.0,3,1536,0.8424502853514108,0.94921875,0.31016066670417786,-0.0009704828262329102,0.94921875,0.0,0,1,0.011385443832615456,0.00048828125
3,10,0.28577346951836363,random_raw,2.8368921279907227,2048,A06_24_synthetic_common_rare_transformer_moe,0.8403785725780287,0.274546493058525,1.0,0.7890702486038208,3,1,2,0,0.015252457931637764,-2.3546302318573,0.49560546875,0.0,0.0,3,1536,0.9607137202807513,0.9915364583333334,0.7904682755470276,0.24755710363388062,0.9915364384651184,0.0013717421097680926,0,1,0.0005663850476324598,0.98291015625
3,40,0.28217471084448587,random_raw,2.8284270763397217,2048,A06_24_synthetic_common_rare_transformer_moe,0.8660254037802737,0.2821747108437153,1.0,0.014765558298677206,3,1,2,0,0.9241155385971069,-2.700843334197998,0.5,0.0,0.0,3,1536,0.9999999999972693,1.0,2.127023220062256,1.2883516550064087,1.0,0.0,0,1,0.00041128455475671115,1.0
3,80,0.28217471084448587,random_raw,2.8284270763397217,2048,A06_24_synthetic_common_rare_transformer_moe,0.8660254037802737,0.2821747108437153,1.0,0.00471601786557585,3,1,2,0,0.8758322596549988,-2.733903408050537,0.5,0.0,0.0,3,1536,0.9999999999972693,1.0,2.0749080181121826,1.006876826286316,1.0,0.0,0,1,0.00041128455475671115,1.0
3,160,0.28217471084448587,random_raw,2.8284270763397217,2048,A06_24_synthetic_common_rare_transformer_moe,0.8660254037802737,0.2821747108437153,1.0,0.0021507011842913926,3,1,2,0,0.8585333824157715,-2.745029926300049,0.5,0.0,0.0,3,1536,0.9999999999972693,1.0,2.0558509826660156,0.8964817523956299,1.0,0.0,0,1,0.00041128455475671115,1.0
4,0,0.5044100616147632,random_common_subtract,3.9634809494018555,2048,A06_24_synthetic_common_rare_transformer_moe,0.8087618021667098,0.4113328907629282,0.236328125,4.113416910171509,3,1,2,0,0.24716505408287048,-0.02905958890914917,0.30908203125,0.224609375,0.0,3,1536,0.8154732073466816,0.935546875,0.2906711995601654,-0.019719719886779785,0.935546875,0.0,0,1,0.0088333455937582,0.00048828125
3,10,0.29356298425502036,random_common_subtract,2.853771924972534,2048,A06_24_synthetic_common_rare_transformer_moe,0.8257558472738324,0.2745298496168577,1.0,0.8092023283243179,3,1,2,0,0.12694178521633148,-1.9071450233459473,0.486328125,0.0,0.0,3,1536,0.9351650730542089,0.9817708333333334,0.7900462746620178,0.1564851701259613,0.9817708134651184,0.0013917884789407253,0,1,0.001500113948572679,0.98583984375
3,40,0.28217471084448587,random_common_subtract,2.8284270763397217,2048,A06_24_synthetic_common_rare_transformer_moe,0.8660254037802737,0.2821747108437153,1.0,0.01484135864302516,3,1,2,0,1.0971790552139282,-2.306398391723633,0.5,0.0,0.0,3,1536,0.9999999999972693,1.0,2.225069761276245,1.2822731733322144,1.0,0.0,0,1,0.00041128455475671115,1.0
3,80,0.28217471084448587,random_common_subtract,2.8284270763397217,2048,A06_24_synthetic_common_rare_transformer_moe,0.8660254037802737,0.2821747108437153,1.0,0.00471039314288646,3,1,2,0,1.0663470029830933,-2.3234713077545166,0.5,0.0,0.0,3,1536,0.9999999999972693,1.0,2.1909573078155518,1.0840826034545898,1.0,0.0,0,1,0.00041128455475671115,1.0
3,160,0.28217471084448587,random_common_subtract,2.8284270763397217,2048,A06_24_synthetic_common_rare_transformer_moe,0.8660254037802737,0.2821747108437153,1.0,0.002139701566193253,3,1,2,0,1.0519206523895264,-2.334824562072754,0.5,0.0,0.0,3,1536,0.9999999999972693,1.0,2.1756887435913086,0.9985858201980591,1.0,0.0,0,1,0.00041128455475671115,1.0
